사용년월,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
202103,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,188,5,617,6,658,11,279,3,139,5,171,6,155,6,98,6,71,4,45,5,36,5,27,2,29,1,19,0,16,3,15,9,6,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,1,0,1,21,0,119,4,547,7,538,5,545,4,302,12,266,4,276,6,204,3,132,11,98,14,71,9,71,6,42,2,29,2,16,0,24,0,8,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,118,2,261,0,354,22,276,16,132,13,173,10,141,13,160,14,210,20,260,25,504,20,400,32,515,56,166,50,86,26,136,28,127,24,42,30,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,88,7,138,13,546,38,508,29,515,41,723,22,758,52,754,50,844,45,810,74,1045,53,1850,103,1636,111,795,107,356,58,278,95,267,118,105,61,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,79,9,290,14,620,32,711,26,628,25,836,19,967,24,904,40,738,28,778,38,1062,27,1627,65,1509,116,792,110,464,105,443,97,371,112,143,75,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,112,53,118,59,113,112,79,105,96,117,55,145,44,194,32,229,25,246,22,233,17,158,8,140,6,65,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,0,0,301,30,442,3,571,11,337,9,223,17,177,10,233,24,207,38,193,49,183,54,150,76,104,98,75,125,56,60,32,66,40,61,18,41,5,29,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,119,6,319,11,615,18,258,12,245,14,224,7,253,7,259,13,386,19,434,25,432,18,652,41,629,32,158,24,185,22,56,41,72,21,16,12,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,32,4,103,11,110,113,67,33,54,36,32,78,33,69,30,103,42,74,23,82,25,99,38,155,19,277,8,151,9,135,14,95,19,119,3,95,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,3,58,12,135,33,252,16,258,13,297,5,584,9,783,5,646,10,674,15,767,9,1088,9,2340,18,2914,11,1334,19,596,7,501,2,503,1,393,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,0,0,668,720,2415,1487,7789,2799,7551,2582,4551,2445,2565,2890,3144,3648,2800,3608,2431,4251,2054,5007,2223,6602,2395,10176,2496,11210,2349,5211,2435,3576,3123,2997,4506,2900,1313,1644,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,491,286,1389,366,2068,43,3739,29,2860,9,2891,29,2353,26,2299,76,2027,19,1671,67,1389,10,1297,10,1534,68,1538,67,2003,20,1790,11,2287,16,2697,56,1195,24,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,26,27,46,76,223,259,151,46,87,84,92,46,145,44,79,43,60,69,63,59,64,56,42,77,37,85,43,93,37,50,21,55,8,52,10,34,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,23,13,54,21,14,123,44,215,51,54,23,71,48,63,35,47,49,71,22,90,47,85,30,51,35,39,5,41,16,26,19,22,9,14,26,33,27,8,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,183,7,248,4,122,9,66,13,37,4,85,7,49,5,49,9,62,6,76,7,65,2,66,2,81,3,58,2,56,0,72,1,27,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,59,55,61,126,66,84,32,87,40,94,20,93,14,146,9,94,7,111,6,68,4,62,8,68,0,38,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,6,75,206,113,359,108,299,85,244,44,264,63,317,28,394,86,349,31,395,20,335,4,352,11,367,12,181,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,1,11,0,0,0,0,0,0,0,0,0,0,0,24,0,27,1,67,9,24,8,41,298,357,334,615,331,614,254,482,252,432,195,484,234,580,231,548,83,685,44,885,39,1251,50,2000,28,785,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,18,0,0,0,0,0,0,0,0,0,0,3,139,20,152,82,329,116,386,96,344,83,326,149,483,122,544,80,521,86,584,55,686,81,713,92,858,43,1102,19,1225,28,2147,40,3070,10,1465,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,0,48,0,0,0,0,0,0,0,0,0,0,0,121,23,180,56,569,131,626,88,556,82,544,123,651,134,601,71,592,61,519,33,578,21,662,40,779,24,959,18,918,7,1430,25,1876,4,937,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,8,122,28,266,104,1077,121,1315,122,927,141,608,113,662,87,758,69,577,50,511,28,419,25,340,30,337,19,182,23,144,12,101,15,111,3,35,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,20,0,41,0,92,0,132,0,86,0,34,2,26,2,21,5,12,0,5,1,2,0,2,0,1,0,1,2,0,0,1,0,0,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,71,0,129,5,390,18,949,53,548,40,179,60,92,59,55,66,44,38,19,37,8,13,6,2,9,0,5,0,8,0,3,0,6,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,17,12,26,1,21,3,54,8,130,5,317,55,338,16,372,17,558,24,853,29,1335,17,2019,31,2349,20,1279,21,1100,31,960,20,1165,29,549,25,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,14,366,3,603,8,2398,11,2878,37,1659,24,1214,49,1199,31,1343,17,971,36,800,26,426,60,410,140,321,8,220,1,109,1,91,3,97,28,13,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,21,6,42,23,39,37,23,64,23,75,32,94,49,122,63,137,57,201,62,158,72,89,85,32,65,14,48,24,60,21,59,16,54,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,3,34,63,62,112,403,34,103,27,156,21,297,23,395,15,307,10,232,20,280,24,430,24,988,12,1609,9,763,20,334,12,271,10,228,9,204,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,265,52,238,24,663,44,355,23,292,30,356,31,528,29,568,42,487,38,366,54,293,32,267,74,408,93,520,87,583,59,894,50,970,90,156,55,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,53,16,61,46,280,90,157,39,145,38,193,33,349,52,400,49,338,51,284,64,182,73,187,123,162,95,207,105,237,72,316,53,271,52,25,49,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,4,0,0,0,0,0,0,0,0,0,0,69,389,274,1128,1167,3300,1598,1959,733,1111,20,153,14,271,7,270,7,295,2,204,9,271,6,310,4,420,1,499,2,336,2,309,3,315,2,203,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,10,2,28,1,8,1,14,3,15,1,30,4,33,4,58,0,40,2,68,4,71,4,89,0,84,3,74,0,62,0,62,2,34,20210403
202103,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,54,16,213,27,548,195,612,110,697,40,1015,38,1288,48,1197,77,958,56,1205,74,1575,53,3295,91,2497,76,968,85,325,66,342,99,245,68,156,42,20210403
202104,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,55,3,315,9,342,9,215,9,133,26,127,30,107,21,64,54,64,28,36,47,34,86,59,28,37,7,10,18,16,8,10,2,3,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,2,0,40,107,50,310,77,1102,145,1636,240,1852,464,1249,778,1246,883,1500,1075,958,1460,752,1633,448,2578,360,2975,472,1509,248,1296,142,1356,153,1364,126,565,33,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,2,29,4,16,0,33,1,44,4,123,1,100,2,181,11,168,1,264,1,541,3,460,8,303,0,145,0,178,0,141,1,98,0,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,30,0,23,2,19,0,25,5,59,2,94,3,119,5,88,7,185,11,266,10,341,7,928,9,1403,13,477,6,344,5,356,8,235,8,163,2,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,26,0,28,0,31,2,64,2,96,6,130,0,143,1,271,5,306,4,434,2,612,9,271,3,160,0,87,2,58,1,31,0,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,43,5,104,5,295,13,209,2,168,8,234,12,247,22,259,25,314,8,488,27,697,25,945,60,887,64,384,66,361,84,404,130,406,140,170,85,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,178,5,1006,10,1417,6,854,10,427,9,412,14,407,20,235,16,209,11,89,10,111,19,61,4,39,0,35,1,26,1,37,0,12,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,217,5,583,7,473,8,275,4,122,7,164,5,160,6,129,7,61,2,59,0,46,0,36,3,23,1,15,0,15,0,16,0,0,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,0,0,5,26,1,133,2,515,7,522,9,520,5,308,6,315,13,291,7,233,16,167,4,121,9,104,13,99,2,55,3,34,7,26,1,24,1,11,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,124,3,265,4,366,19,280,11,149,17,167,9,187,15,130,19,172,24,249,19,471,25,343,48,506,86,178,38,100,34,115,40,128,26,61,29,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,103,7,184,11,529,49,463,13,451,29,739,29,722,40,713,39,687,57,752,52,964,63,1630,90,1404,124,683,89,380,67,239,100,234,137,81,72,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,89,7,297,14,640,36,706,40,622,11,786,17,934,42,942,24,732,15,756,34,969,31,1531,63,1370,98,793,72,454,93,428,105,341,91,135,65,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,51,0,4,0,0,0,0,0,0,0,1,0,111,95,105,93,102,80,80,83,104,126,49,113,48,179,25,214,15,236,10,204,10,164,11,145,4,61,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,2,0,297,27,483,3,619,9,278,8,223,10,193,7,227,11,205,27,168,34,151,56,164,66,110,102,94,114,76,74,37,56,27,57,22,57,5,35,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,123,2,326,33,560,32,282,9,236,10,246,17,366,18,311,11,419,31,469,22,489,34,728,36,526,57,272,26,220,37,238,42,115,32,23,16,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,43,9,101,20,118,87,74,61,39,48,30,69,32,86,29,92,37,108,36,78,26,124,34,178,12,284,14,172,18,103,13,83,12,96,1,91,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,4,103,9,125,48,229,14,289,17,272,12,541,24,822,6,641,9,752,12,862,9,1022,15,2013,15,2365,12,1280,18,677,6,578,4,503,2,389,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,496,275,1226,315,2097,30,4161,40,4104,21,3028,23,2070,36,2460,42,2375,31,1763,26,1615,47,1689,41,1369,50,1489,117,1429,56,1269,9,1517,13,3150,50,1268,38,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,0,0,904,837,2397,1560,7303,2749,5659,2586,4548,2357,2913,2827,3078,3822,2852,3675,2572,4428,2002,5152,2067,6715,2633,9442,2530,10211,2481,4855,2684,3305,3235,3295,3571,2947,1250,1746,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,29,22,58,94,217,265,182,98,85,93,92,58,147,76,82,79,60,77,60,78,49,107,57,98,37,73,45,98,29,52,19,72,24,67,15,30,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,37,17,11,64,42,247,44,93,51,136,58,76,62,98,64,165,48,122,51,131,62,135,36,73,34,52,23,31,20,24,29,39,46,50,15,11,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,2,64,2,146,5,338,27,146,10,113,7,39,3,81,11,80,14,95,10,59,11,147,5,108,6,78,1,93,2,63,2,57,6,65,2,20,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,77,59,93,84,68,88,38,113,30,84,17,120,13,145,15,95,10,104,7,89,4,48,4,82,1,38,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,71,198,83,357,110,267,85,268,60,233,69,308,58,384,88,332,26,397,12,305,21,280,16,383,5,191,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,0,13,0,0,0,0,0,0,0,0,0,0,0,19,0,23,1,48,7,33,6,26,254,364,332,568,383,564,279,443,260,394,216,478,236,463,243,506,100,590,45,766,59,1133,70,1619,16,728,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,19,0,0,0,0,0,0,0,0,0,0,6,191,15,196,85,387,86,277,100,305,67,316,114,452,151,535,86,500,81,489,52,547,74,667,108,843,32,914,14,1052,27,1556,29,2506,15,1483,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,0,15,0,0,0,0,0,0,0,0,0,0,6,140,30,202,69,618,105,643,83,579,93,488,141,641,123,628,76,578,58,527,36,588,33,698,52,782,31,932,9,898,29,1251,12,1726,7,1065,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,14,122,27,333,85,1038,77,1380,100,1036,143,584,145,762,115,818,62,612,49,476,35,421,32,349,39,365,32,206,17,160,11,115,11,156,6,35,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,28,0,47,0,96,1,99,1,74,0,45,2,30,0,18,12,15,2,6,2,1,0,3,0,1,0,0,0,2,0,1,0,2,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,99,0,167,13,341,12,918,24,555,43,156,70,95,101,110,72,56,49,30,48,23,26,10,13,9,1,6,0,5,0,2,0,1,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,29,394,4,701,8,2370,12,2842,24,1834,21,1171,18,1210,37,1418,23,1002,22,843,19,562,12,514,26,418,9,224,8,167,10,100,6,127,16,21,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,25,12,26,3,23,4,85,12,124,2,359,7,419,26,429,17,701,26,936,87,1512,37,1977,32,2265,43,1307,30,1185,20,1077,25,1337,28,639,11,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,2,12,21,24,44,32,51,58,79,27,116,50,110,53,135,51,197,63,203,81,217,86,243,120,136,108,68,94,29,69,19,73,34,79,17,78,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,6,41,47,91,122,350,40,102,27,142,10,339,18,416,24,385,19,309,26,289,38,427,30,1044,19,1546,6,688,30,386,9,243,11,256,3,183,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,269,39,269,22,635,42,339,43,299,34,378,30,600,30,564,39,434,55,349,36,299,61,283,67,410,71,433,105,493,42,661,63,733,98,138,41,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,63,15,83,40,239,77,189,64,140,60,229,28,431,42,370,51,372,50,264,74,193,72,210,110,197,104,195,107,179,63,212,70,207,67,42,59,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,77,437,373,1027,979,3253,1583,1715,912,1220,14,185,5,277,11,283,3,372,8,275,12,314,7,334,4,392,3,456,2,346,2,311,0,299,4,194,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,18,1,7,2,36,3,19,8,47,2,59,4,52,3,39,3,68,2,106,4,107,0,68,2,61,4,57,0,48,0,56,20210503
202104,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,59,9,186,24,381,145,589,75,577,36,810,32,1069,65,1155,46,931,45,1115,55,1354,61,2620,63,1911,83,820,83,288,55,340,81,308,98,156,43,20210503
202105,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,42,2,258,10,284,4,220,13,126,5,97,16,120,13,84,44,61,25,36,45,40,77,57,22,24,5,21,5,12,7,9,5,1,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,2,0,46,111,53,276,93,927,147,1417,300,1701,438,1239,683,1275,803,1597,1112,941,1409,787,1801,526,2501,437,2733,463,1488,281,1104,150,1208,123,1345,115,628,49,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,2,25,1,17,2,61,14,50,0,96,4,86,6,105,11,173,2,199,1,506,3,399,4,295,1,151,1,161,0,137,4,100,0,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,14,1,19,3,32,7,81,5,83,7,122,15,144,10,243,4,321,5,816,10,1318,6,490,5,276,1,286,2,235,2,167,1,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,27,0,38,0,32,8,107,5,122,6,118,2,185,1,333,5,308,7,441,1,585,3,290,1,161,2,87,0,66,2,47,0,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,60,13,201,10,238,9,181,6,141,6,253,13,262,20,286,11,331,24,373,20,562,38,719,45,821,90,362,68,328,79,365,95,406,132,133,80,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,2,162,0,184,3,890,5,1361,14,895,9,498,13,416,34,426,12,231,20,286,4,126,7,191,16,96,4,65,4,39,1,26,1,41,0,7,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,227,6,440,15,507,8,280,8,124,4,146,7,164,9,97,5,71,5,51,4,35,2,32,3,24,3,19,0,13,0,10,0,5,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,4,1,16,21,0,116,1,430,2,515,7,443,3,258,19,259,8,313,7,218,8,160,10,97,6,77,5,75,0,56,4,38,0,26,0,23,1,5,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,123,7,208,2,297,8,174,6,195,11,194,16,203,24,158,23,184,20,264,28,399,29,304,50,467,51,161,33,93,21,115,33,112,28,53,26,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,110,2,227,15,596,46,541,21,602,22,803,24,861,48,808,35,793,58,827,42,1094,42,1683,91,1462,110,700,95,387,67,297,101,245,117,104,87,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,119,13,328,11,649,26,827,38,694,16,1014,12,1091,23,986,19,859,16,863,27,1101,27,1543,48,1383,62,736,85,454,70,386,81,349,106,117,73,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,0,0,309,25,466,5,582,13,293,10,234,17,193,14,208,34,209,22,172,40,160,29,135,63,125,78,94,130,66,50,50,43,34,43,17,37,6,34,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,2,0,0,0,0,0,0,0,0,36,0,4,0,507,489,0,0,5,0,15,21,119,61,113,78,87,84,76,70,93,121,50,142,48,138,16,232,14,222,21,174,16,137,11,141,2,78,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,103,2,326,35,535,15,252,7,279,17,331,19,392,23,402,24,410,17,467,20,412,33,674,47,523,41,247,23,273,26,270,35,88,17,37,4,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,37,9,101,23,124,73,83,41,37,36,31,67,38,84,25,84,44,60,34,75,29,116,32,146,17,312,16,156,4,105,10,99,18,94,1,95,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,4,90,3,155,19,256,13,314,11,317,7,605,6,977,10,838,9,843,22,967,18,1113,11,1969,7,2649,8,1219,13,579,2,451,7,556,2,483,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,544,285,1341,331,2138,36,3758,52,3690,30,2896,31,2346,84,2675,43,2380,97,2047,77,1539,10,1507,32,1644,56,1561,248,1856,64,1632,7,2171,17,3657,48,1561,41,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,0,0,764,877,2162,1628,6581,2916,5605,2795,4812,2795,3013,3478,3259,4103,2874,3925,2228,4596,2363,5248,2622,6730,2739,9702,2646,9630,2293,4670,2612,3254,3363,3027,4078,2734,1555,1727,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,26,17,64,105,196,314,132,130,97,88,127,67,149,66,86,81,54,85,63,70,57,115,51,83,43,67,49,86,32,74,30,62,22,51,11,16,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,35,16,21,65,41,262,34,127,37,103,50,125,43,118,56,110,33,95,42,95,76,155,59,89,48,65,16,45,22,21,25,30,25,67,10,22,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,0,74,8,118,2,284,7,139,22,107,5,67,6,177,9,106,6,100,6,82,4,153,4,186,4,106,2,90,3,74,0,61,9,52,0,36,20210603
202105,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,교수아파트,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,1,2,1,82,71,67,100,83,84,37,117,35,121,17,115,21,119,24,104,16,82,9,69,3,69,6,108,2,47,20210603
