사용년월,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,교통수단타입코드,교통수단타입명,등록일자
202312,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원(00016),0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,157,11,927,24,969,21,705,14,406,19,373,41,346,26,267,23,148,19,117,22,66,4,70,4,44,0,32,3,18,0,14,1,9,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소(00017),0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,245,7,577,11,697,19,334,19,196,16,168,3,107,1,99,3,67,9,54,1,54,0,32,3,39,1,17,5,18,0,19,0,5,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소(00018),0,0,0,0,0,0,0,0,0,0,0,0,2,60,1,211,1,586,7,979,5,695,3,388,3,447,10,437,2,314,15,229,5,121,13,109,1,109,2,62,5,53,0,41,0,47,0,18,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동(00031),0,0,0,0,0,0,0,0,0,0,0,0,115,10,283,12,363,49,266,23,246,32,223,29,263,54,252,34,286,32,344,48,456,59,455,72,505,89,211,48,114,27,139,33,62,35,31,13,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관(00030),0,0,0,0,0,0,0,0,0,0,0,0,149,12,364,5,638,60,602,66,707,44,857,59,1001,72,874,71,869,64,962,100,1194,112,1497,114,1200,164,699,138,358,110,323,118,257,115,153,88,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관(00028),0,0,0,0,0,0,0,0,0,0,0,0,113,8,312,16,693,26,838,36,837,18,1038,22,1092,29,1031,24,1023,22,1104,45,1304,56,1476,76,1356,95,888,101,536,63,459,98,374,102,159,50,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00033),0,0,0,0,0,0,0,0,0,0,13,0,220,6,400,11,656,13,385,15,298,17,217,24,182,30,218,48,165,52,127,55,130,77,137,135,122,159,57,67,31,39,16,74,17,52,8,29,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00008),0,6,0,0,0,0,0,0,0,0,33,0,3,0,140,131,0,0,0,0,0,0,116,43,126,57,114,65,85,110,58,145,60,221,36,207,23,226,15,291,15,202,8,187,12,151,11,126,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관(00034),0,0,0,0,0,0,0,0,0,0,0,0,226,16,514,22,705,25,463,23,427,15,473,23,467,13,493,27,591,17,680,18,787,43,876,57,884,34,406,21,374,41,343,24,91,17,31,4,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트(00036),0,0,0,0,0,0,0,0,0,0,0,0,14,5,43,22,149,145,92,41,71,53,58,86,54,51,48,70,60,79,46,94,38,113,42,243,35,278,24,134,44,102,31,103,26,104,2,92,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구(00038),0,0,0,0,0,0,0,0,0,0,0,0,13,91,37,171,25,304,29,368,19,447,15,731,19,1014,20,883,24,888,7,1000,10,1318,23,2341,25,2812,43,1478,17,948,12,837,5,525,4,388,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00039),0,0,0,0,0,0,0,0,0,0,44,15,799,946,1760,1707,4191,3044,3913,3163,3423,3301,2825,3774,3473,4848,2652,4573,2299,5267,2008,6543,1943,8024,2261,9844,2281,9971,1823,4742,1719,3456,1915,3435,1928,2600,1494,1660,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00001),0,0,0,0,0,0,0,0,0,0,539,169,1701,236,2586,13,5425,43,6847,53,5028,46,3367,81,3781,48,3947,22,3047,59,2504,66,2805,83,2856,148,2487,225,2520,18,2680,37,3165,65,3868,75,2474,32,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트(00004),0,1,0,0,0,0,0,0,0,0,0,0,16,24,54,144,190,207,173,134,118,93,145,78,144,75,120,80,73,85,70,98,74,108,65,155,38,210,29,150,23,101,33,50,14,42,11,53,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.관악복합평생교육센터(00005),1,0,0,0,0,0,0,0,0,0,0,0,21,48,22,75,68,180,65,136,68,90,46,49,38,63,57,112,35,60,36,77,27,87,31,68,49,95,21,69,15,57,18,34,25,17,6,12,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관(00006),0,2,0,0,0,0,0,0,0,0,0,0,0,61,0,136,1,132,2,75,1,60,1,68,4,116,2,103,4,126,8,91,2,145,9,144,3,110,0,91,0,82,3,96,0,92,2,38,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,교수아파트(00009),0,5,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2,2,94,70,92,137,75,80,53,91,51,106,52,142,50,142,80,137,47,110,38,97,10,86,10,104,3,77,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동(00010),0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,103,179,116,512,128,273,93,369,81,283,44,413,94,344,149,374,33,330,17,336,17,302,9,391,8,251,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원(00011),0,83,0,0,0,0,0,0,0,0,0,0,13,27,15,36,57,34,34,21,15,24,386,357,527,579,488,494,391,595,410,523,288,598,310,695,256,644,136,828,76,892,68,1043,69,1222,38,1170,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관(00012),0,120,0,0,0,0,0,0,0,0,0,0,34,295,51,245,97,316,188,265,165,309,118,298,170,432,195,499,136,461,163,579,69,624,71,710,81,778,47,892,32,1055,17,1439,24,1813,16,2046,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관(00013),0,111,0,0,0,0,0,0,0,0,0,0,4,170,17,246,26,603,31,836,42,613,32,616,72,801,53,832,42,769,48,756,27,687,17,856,21,917,14,1050,17,1201,15,1427,5,1634,6,1628,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리(00014),0,0,0,0,0,0,0,0,0,0,0,0,6,153,36,306,110,1250,166,2087,144,1611,104,1057,156,1333,159,1415,84,926,68,768,44,508,30,540,35,602,19,283,19,175,7,165,9,150,4,72,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트(00020),0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,10,0,16,0,50,1,34,0,14,0,14,0,13,1,10,4,1,6,1,2,1,0,0,0,1,0,1,0,0,0,0,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소(00021),0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,49,1,42,1,177,5,558,4,254,29,122,15,68,22,59,31,21,2,16,23,20,3,14,1,7,1,4,0,1,0,1,0,3,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00015),0,15,0,0,0,0,0,0,0,0,0,0,174,339,1,574,11,2377,23,3577,22,2576,17,1499,49,1825,50,1822,36,1365,50,1034,37,666,31,527,30,439,13,275,3,156,6,98,3,87,224,162,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00026),0,0,0,0,0,0,0,0,0,0,1,0,12,2,24,6,47,5,93,5,234,14,479,15,723,32,680,17,951,31,1345,43,1950,44,2810,49,2825,47,1242,54,1186,27,1212,28,1099,13,501,7,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.관악복합평생교육센터(00035),0,0,0,0,0,0,0,0,0,0,0,0,6,12,17,15,38,17,53,67,132,40,59,34,91,26,87,46,109,51,166,51,151,71,100,105,57,129,19,80,57,81,48,84,65,84,8,48,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교(00037),0,0,0,0,0,0,0,0,0,0,0,0,7,22,40,62,132,523,108,125,34,134,21,283,25,301,22,306,24,200,9,265,13,380,35,915,26,1334,16,601,14,360,16,261,11,257,3,172,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구(00002),0,0,0,0,0,0,0,0,0,0,0,0,410,131,492,247,1057,394,546,242,255,40,440,69,658,59,660,27,512,64,377,51,311,59,354,136,416,128,541,116,556,111,677,74,621,71,762,38,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교(00003),0,2,0,0,0,0,0,0,0,0,0,0,40,32,80,94,210,51,161,88,114,71,214,84,307,44,360,51,272,63,245,86,180,83,146,140,142,175,195,152,196,83,197,57,179,50,98,73,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00007),0,21,0,0,0,0,0,0,0,0,0,0,89,902,249,1176,1420,2344,1956,1752,1101,1346,9,316,15,758,3,384,8,472,19,369,13,699,7,738,11,521,6,552,0,374,2,485,0,545,2,353,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00032),0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,19,3,49,3,26,18,32,1,62,11,84,9,51,22,37,7,56,16,92,12,172,15,186,12,67,1,56,4,70,0,41,1,37,30,서울마을버스,20240103
202312,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관(00029),0,0,0,0,0,0,0,0,0,0,0,0,112,25,258,12,531,129,703,75,746,26,1025,53,1264,84,1155,65,937,64,1091,97,1180,97,1517,124,1381,139,782,93,402,59,423,94,265,63,199,70,30,서울마을버스,20240103
202303,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소(00019),0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,98,5,500,9,507,9,298,11,181,37,185,12,183,19,82,45,94,42,56,47,57,87,58,29,33,12,18,10,21,5,10,9,9,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관(00022),0,0,0,0,0,0,0,0,0,0,0,0,20,153,25,406,67,1481,154,3617,511,3504,619,1709,1191,1424,1223,2204,1358,921,2894,1225,3591,512,3996,356,4709,268,2284,178,1695,139,1450,144,1237,51,471,24,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,유회진학술정보관.제1공학관(00023),0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,34,2,25,8,87,22,128,4,289,8,193,6,263,0,466,2,1047,9,998,7,686,8,409,1,268,1,250,0,201,0,110,0,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소(00024),0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,1,18,3,41,5,89,5,173,5,211,13,141,8,184,11,365,12,653,13,1650,24,1817,12,751,9,474,1,496,1,348,1,166,1,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구(00025),0,0,0,0,0,0,0,0,0,0,0,0,23,1,6,0,15,1,28,0,41,8,80,2,165,14,197,4,160,9,350,18,317,9,685,16,660,15,278,8,165,6,197,5,112,1,92,1,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리(00027),0,0,0,0,0,0,0,0,0,0,0,0,41,3,154,11,399,2,298,13,232,10,427,20,915,32,789,38,867,30,1462,57,1943,84,2439,86,2448,131,1237,120,1174,111,1184,146,712,105,296,53,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원(00016),0,0,0,0,0,0,0,0,0,0,0,0,1,215,1,233,11,1357,31,1567,25,1004,27,548,33,417,35,359,23,324,41,245,16,161,19,125,14,87,2,40,1,33,0,43,1,25,48,57,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소(00017),0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,605,2,634,12,794,11,427,7,155,12,150,19,195,8,109,13,93,4,74,4,47,9,37,1,29,2,30,2,24,0,15,0,5,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소(00018),0,0,0,0,0,0,0,0,0,0,0,0,2,49,1,178,6,949,7,1619,14,1242,13,530,48,566,17,573,13,246,27,310,20,222,28,135,36,134,6,72,2,52,4,50,1,33,3,11,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동(00031),0,0,0,0,0,0,0,0,0,0,0,0,184,0,279,28,462,113,329,31,210,19,206,26,229,30,224,23,235,50,293,53,477,62,479,63,549,75,253,58,145,43,167,42,92,32,74,24,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관(00030),0,0,0,0,0,0,0,0,0,0,0,0,134,5,265,28,609,81,608,48,685,41,854,59,874,109,863,75,954,93,951,142,1310,214,1602,159,1377,128,764,109,502,100,410,124,308,152,152,77,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관(00028),0,0,0,0,0,0,0,0,0,0,0,0,136,5,319,7,586,33,848,32,806,26,1074,28,1113,56,1097,31,949,26,993,71,1190,105,1776,95,1754,120,1096,109,793,92,592,119,475,98,202,39,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00008),0,3,0,0,0,0,0,0,0,0,48,0,2,0,0,0,0,0,0,0,0,0,125,30,136,68,115,53,77,139,42,160,74,208,31,250,35,306,36,244,28,226,10,196,11,164,7,155,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00033),0,0,0,0,0,0,0,0,0,0,3,0,190,3,578,9,808,30,405,11,241,19,208,42,201,29,194,43,157,60,139,88,158,98,151,127,105,161,66,83,53,79,20,110,11,60,10,43,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관(00034),0,0,0,0,0,0,0,0,0,0,0,0,201,4,435,14,786,27,406,15,325,16,348,22,307,18,323,19,313,22,487,29,658,53,714,66,634,36,282,21,265,41,229,45,86,20,26,19,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트(00036),0,0,0,0,0,0,0,0,0,0,0,0,20,9,148,24,166,135,87,45,36,37,57,63,52,122,49,109,61,68,35,157,49,170,47,290,18,372,13,237,63,135,29,130,10,133,3,78,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구(00038),0,0,0,0,0,0,0,0,0,0,0,0,4,95,28,141,20,263,56,374,25,412,8,742,17,1086,11,983,12,944,38,1447,18,1725,29,3982,41,5024,18,2937,15,1661,13,1274,11,790,3,366,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00001),0,0,0,0,0,0,2,2,0,0,658,165,1712,214,3093,12,6770,26,9488,31,8040,26,3677,10,3849,43,4299,31,2397,15,2428,63,2448,47,2669,268,2573,403,2705,51,2569,47,3261,18,3748,30,2749,12,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00039),0,0,0,0,0,0,0,0,0,0,0,0,605,898,2459,1871,8515,2992,7932,3107,5700,3059,3267,3752,3639,5163,2628,4594,2460,5625,1902,7783,1962,9175,2114,13313,2206,12954,1936,6162,1794,5012,2068,4241,2357,3346,1490,1794,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트(00004),1,0,0,0,0,0,1,1,0,0,0,0,6,47,97,186,331,168,275,119,220,78,162,102,183,55,180,97,63,79,65,121,75,110,51,134,66,156,38,158,37,71,27,47,18,69,16,31,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.관악복합평생교육센터(00005),1,0,0,0,0,0,0,0,0,0,0,0,32,41,27,74,106,128,87,63,96,101,83,123,62,71,89,83,51,101,42,95,56,102,59,90,81,92,31,67,37,52,27,44,34,34,5,20,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관(00006),0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,146,25,242,28,88,13,86,9,76,15,126,11,100,7,76,7,87,4,121,25,113,9,98,7,94,1,92,5,84,3,89,1,56,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,교수아파트(00009),1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,77,68,83,103,127,81,60,122,72,138,39,131,54,149,58,96,21,137,14,86,21,93,5,85,7,65,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동(00010),1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,89,247,111,426,151,377,99,321,93,287,73,411,73,375,152,364,34,414,16,370,41,383,7,380,2,265,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원(00011),0,64,0,0,0,0,0,0,0,0,0,0,0,33,0,34,1,61,13,24,17,31,374,408,526,596,641,567,353,555,432,538,317,628,378,725,395,640,151,991,88,1068,45,1431,58,1635,31,1549,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관(00012),0,215,0,0,0,0,0,0,0,0,0,0,2,272,37,293,231,407,371,373,247,435,93,412,200,499,240,498,65,497,169,507,106,611,92,697,81,830,45,1010,20,1261,33,1927,16,2634,12,2640,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관(00013),1,142,0,0,0,0,0,0,0,0,0,0,16,213,28,322,86,988,135,1341,93,970,47,845,84,1047,123,913,38,653,70,692,36,689,36,785,34,894,24,987,14,1244,12,1604,13,1887,16,1724,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리(00014),0,0,0,0,0,0,0,0,0,0,0,0,7,135,42,446,200,2293,487,5722,285,3673,131,1580,177,2327,245,2199,83,949,104,909,78,720,44,891,42,964,30,367,37,263,26,201,8,180,2,106,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트(00020),0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,20,2,33,1,58,4,104,11,84,13,25,16,23,17,19,17,12,15,2,26,2,13,1,2,1,0,0,0,1,1,0,0,0,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소(00021),0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,81,0,134,3,365,9,1079,18,640,76,146,30,150,31,128,63,78,34,26,20,13,6,14,4,14,1,5,0,4,5,6,1,0,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00015),0,0,0,0,0,0,0,0,0,0,0,0,172,360,0,443,16,2961,42,4814,50,2775,15,1190,78,1757,159,1435,38,773,115,752,154,525,160,581,180,594,15,220,7,158,0,110,2,59,164,126,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00026),0,0,0,0,0,0,0,0,0,0,0,0,18,4,9,1,25,2,66,9,172,56,392,31,769,157,733,61,850,41,2001,173,2371,152,3505,96,3723,81,1759,40,1651,34,1317,35,897,25,341,4,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.관악복합평생교육센터(00035),0,0,0,0,0,0,0,0,0,0,0,0,8,15,11,42,38,28,41,59,32,47,67,48,60,46,89,114,156,68,135,128,138,111,171,134,92,146,37,106,65,111,49,100,36,84,7,64,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교(00037),0,0,0,0,0,0,0,0,0,0,0,0,10,43,23,64,128,678,60,115,24,128,22,306,24,431,19,353,23,265,23,430,30,501,39,1327,36,2106,15,1132,6,603,18,485,12,305,5,174,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구(00002),0,0,0,0,0,0,0,0,0,0,0,0,370,64,366,19,1013,46,918,34,626,39,541,54,844,43,842,41,622,45,513,50,426,42,466,89,505,83,809,109,997,49,1426,49,1526,57,1475,45,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교(00003),0,0,0,0,0,0,0,0,0,0,0,0,27,33,149,101,318,66,303,72,188,65,202,67,393,38,449,76,302,58,259,73,264,60,232,120,215,130,224,132,264,64,329,81,293,67,201,52,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00032),0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,8,1,33,1,22,0,26,3,35,1,55,1,38,4,52,9,53,7,79,5,101,3,121,3,60,3,78,0,105,0,78,1,41,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00007),0,5,0,0,0,0,0,0,0,0,0,0,89,744,325,1288,2023,3422,2416,2289,1367,1441,14,229,5,431,18,201,9,358,10,266,7,431,3,492,14,538,5,570,3,395,1,323,0,355,0,204,30,서울마을버스,20230403
202303,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관(00029),0,0,0,0,0,0,0,0,0,0,0,0,98,6,294,9,492,108,671,103,709,32,998,64,1167,92,1047,76,879,78,1116,167,1335,158,2317,123,2335,157,1146,140,635,92,558,107,341,86,184,60,30,서울마을버스,20230403
202301,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소(00018),0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,51,6,275,2,369,6,235,3,145,3,140,3,121,10,84,3,59,24,37,27,45,37,33,4,26,5,9,1,7,6,6,1,3,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관(00021),0,0,0,0,0,0,0,0,0,0,1,0,28,94,37,320,103,870,115,1425,146,1890,297,1008,389,981,498,901,790,577,1130,350,1271,229,2794,177,2725,149,1246,139,1042,85,870,57,841,49,384,13,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,유회진학술정보관.제1공학관(00022),0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,6,13,0,21,2,28,3,42,1,68,1,77,0,97,2,157,5,291,0,570,4,505,5,258,3,159,2,127,1,144,0,84,0,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소(00023),0,0,0,0,0,0,0,0,0,0,0,0,20,2,15,1,27,1,58,4,72,9,139,6,111,1,128,4,201,8,311,2,482,6,1601,16,1798,9,633,3,321,3,325,0,276,0,161,0,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구(00024),0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,12,2,19,2,23,5,57,7,111,7,162,2,116,2,251,1,353,8,778,6,589,5,258,6,112,6,74,3,75,1,40,0,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리(00025),0,0,0,0,0,0,0,0,0,0,0,0,37,7,148,8,318,15,252,10,253,7,486,7,606,12,533,27,768,33,1006,25,1327,30,2459,63,2478,177,1019,129,943,143,789,135,741,95,384,72,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원(00015),0,0,0,0,0,0,0,0,0,0,0,0,2,151,0,247,5,1365,14,1716,13,962,17,537,11,519,28,472,20,307,18,246,14,192,12,92,8,63,2,72,1,50,2,32,2,33,0,10,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소(00016),0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,193,8,606,9,843,14,393,5,171,3,164,2,160,7,110,6,61,3,43,0,39,1,37,17,39,11,33,15,18,15,13,13,6,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소(00017),0,0,0,0,0,0,0,0,0,0,0,0,5,42,0,135,1,750,11,1078,5,812,8,479,4,363,2,432,6,289,2,194,7,131,9,98,3,76,2,57,0,35,0,37,0,18,0,8,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동(00029),0,0,0,0,0,0,0,0,0,0,0,0,94,3,295,32,367,50,255,10,244,27,215,15,178,36,174,18,260,21,311,19,480,31,399,45,689,78,238,60,120,44,137,34,71,29,61,16,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관(00028),0,0,0,0,0,0,0,0,0,0,0,0,151,6,264,29,616,72,581,36,591,18,763,24,805,49,744,51,745,43,777,54,1005,67,1246,84,1217,159,572,110,329,103,285,83,241,113,79,73,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관(00026),0,0,0,0,0,0,0,0,0,0,0,0,153,11,335,5,638,22,741,28,738,4,788,13,934,17,794,17,780,15,848,20,894,22,1124,45,1156,123,499,97,428,64,273,54,212,75,85,38,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00008),0,2,0,0,0,0,0,0,0,0,45,0,6,0,43,41,0,0,0,0,1,1,105,50,87,73,50,67,67,98,52,132,46,178,25,198,15,303,13,224,19,213,18,164,9,158,1,129,30,서울마을버스,20230203
202301,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00031),0,0,0,0,0,0,0,0,0,0,3,0,142,3,403,13,653,12,443,11,281,15,213,13,175,29,236,29,194,31,139,48,147,68,138,74,101,150,72,68,31,65,23,52,9,50,7,35,30,서울마을버스,20230203
