사용년월,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,교통수단타입코드,교통수단타입명,등록일자,"?""사용년월"""
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00001),0,0,0,0,0,0,0,0,0,0,536,221,1336,249,2370,18,6073,30,6255,21,5347,47,2880,34,3583,113,3504,23,2057,28,1973,43,2302,44,2284,22,2547,119,1971,18,1804,12,2187,14,3033,12,2429,8,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00039),0,0,0,0,0,0,0,0,0,0,0,0,397,408,548,576,2131,933,1641,970,1380,973,778,973,996,1880,724,1565,744,1703,621,2539,670,3051,763,4333,652,4166,759,2044,761,1776,646,918,719,747,669,542,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트(00004),0,0,0,0,0,0,0,0,0,0,0,0,4,52,60,148,215,195,220,92,136,77,130,111,131,120,131,72,72,133,64,109,38,111,36,111,62,175,28,157,21,70,15,51,20,55,25,25,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을(00005),0,0,0,0,0,0,0,0,0,0,0,0,33,47,14,71,61,150,55,98,80,140,41,149,44,112,64,159,36,105,50,101,59,197,62,145,54,138,43,122,30,60,20,36,26,22,15,11,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관(00006),0,4,0,0,0,0,0,0,0,0,0,0,9,30,4,73,9,164,9,114,8,108,10,60,13,128,14,161,6,78,8,74,5,229,2,169,11,72,1,91,1,55,7,66,11,79,6,41,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,교수아파트(00009),0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,66,68,71,92,55,85,64,76,60,104,24,121,47,120,35,144,33,98,19,94,8,84,3,71,0,52,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동(00010),0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,179,56,333,115,245,87,242,72,242,60,294,59,336,91,341,20,313,15,288,29,311,9,302,5,227,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원(00011),0,63,0,0,0,0,0,0,0,0,0,0,2,33,0,36,0,51,11,20,2,25,300,322,513,508,525,455,285,435,386,333,235,399,237,523,272,585,135,702,56,755,83,1036,38,1197,19,1153,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관(00012),0,148,0,0,0,0,0,0,0,0,0,0,8,242,27,215,131,327,345,304,181,298,66,353,139,464,220,480,62,384,193,468,99,531,72,693,110,775,36,893,24,1077,25,1631,21,2129,6,2426,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관(00013),0,156,0,0,0,0,0,0,0,0,0,0,4,240,64,324,70,1002,107,1155,80,892,49,727,106,885,124,943,50,611,93,659,35,653,32,738,42,918,24,924,15,1051,19,1216,21,1487,5,1505,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리(00014),0,0,0,0,0,0,0,0,0,0,0,0,24,287,27,680,164,3152,382,5550,231,3659,120,1673,149,2621,314,2664,76,1170,164,1096,80,743,64,795,145,929,19,436,10,325,19,257,12,175,46,47,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트(00020),0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,36,0,61,0,75,0,115,5,83,15,22,11,29,9,20,21,18,9,8,14,3,10,3,1,5,0,2,1,0,0,2,0,1,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소(00021),0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,72,0,182,6,452,22,980,34,574,38,164,72,116,23,79,32,61,21,36,22,15,14,11,0,6,4,3,0,5,1,4,1,1,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00026),0,61,0,0,0,0,0,0,0,0,0,0,1434,860,3499,1884,9280,4748,9759,4902,7630,4158,6354,3977,7606,4980,8321,5217,6480,5480,7926,6952,9561,8348,12089,11686,11585,12767,7013,6973,5727,4773,5979,5222,5356,4163,2772,2637,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00015),0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,274,13,1263,15,1173,26,968,21,532,24,483,45,507,21,328,28,264,29,204,12,177,7,142,3,95,1,82,1,41,0,36,0,9,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을(00035),0,0,0,0,0,0,0,0,0,0,0,0,5,1,12,8,19,15,21,14,23,4,54,12,65,17,59,13,78,17,78,26,84,41,76,49,76,46,44,29,56,29,47,19,11,36,3,15,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교(00037),0,0,0,0,0,0,0,0,0,0,0,0,6,11,21,16,42,182,18,36,10,29,15,93,4,139,11,154,12,114,10,114,10,163,11,423,6,617,3,375,1,284,2,115,1,76,0,51,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구(00002),0,0,0,0,0,0,0,0,0,0,0,0,195,37,290,24,777,57,500,48,400,94,428,101,642,29,680,31,418,35,386,55,303,48,340,84,447,93,563,63,555,40,624,65,672,51,759,39,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교(00003),0,0,0,0,0,0,0,0,0,0,0,0,37,26,101,36,214,51,194,55,153,52,200,67,284,43,342,66,219,82,211,71,217,61,178,105,188,106,191,110,232,56,255,42,179,62,117,22,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00032),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,8,6,18,7,11,19,10,10,23,8,14,9,16,20,33,10,32,17,46,6,32,5,22,1,33,0,14,0,24,1,20,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00007),0,4,0,0,0,0,0,0,0,0,0,0,53,467,339,818,1542,2504,1967,1587,1077,1119,67,203,82,425,95,305,44,354,31,327,41,611,27,489,8,390,3,423,4,295,2,291,0,291,0,200,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관(00029),0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,4,1,5,1,1,3,4,1,11,0,3,0,5,0,12,3,11,1,11,10,10,0,3,0,12,0,5,1,7,0,9,30.0,서울마을버스,20221003,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소(00018),0,0,0,0,0,0,0,0,0,0,0,0,3,58,3,68,6,453,5,534,18,261,4,180,28,204,28,202,57,121,34,79,99,54,67,59,41,59,8,44,5,19,5,11,6,15,0,10,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소(00019),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,18,0,24,0,13,1,5,4,10,1,8,0,6,2,7,2,2,0,2,2,2,0,0,0,0,0,0,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관(00022),0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,14,25,11,49,38,71,80,54,135,53,89,130,127,72,263,56,179,51,89,31,94,14,53,6,29,13,35,6,52,3,24,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관(00021),0,0,0,0,0,0,0,0,0,0,0,0,33,147,33,402,53,1192,171,2911,492,2152,582,1204,1096,1361,953,2264,1324,1136,2352,1151,2512,719,3207,452,3574,532,1830,256,1470,166,1510,129,1104,85,556,35,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관(00023),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0,1,1,4,3,10,0,19,0,6,0,6,0,22,0,6,0,3,0,3,0,14,0,2,0,5,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,유회진학술정보관.제1공학관(00022),0,0,0,0,0,0,0,0,0,0,0,0,6,1,16,5,17,6,33,10,75,8,71,6,215,3,130,5,169,0,354,2,700,2,874,7,585,2,351,0,247,2,333,0,175,0,114,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소(00024),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,4,0,1,0,6,6,11,0,8,1,14,3,10,0,25,1,48,0,18,0,8,0,40,1,15,0,9,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소(00023),0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,27,2,47,3,109,11,117,4,181,7,169,14,191,8,324,15,566,12,1232,11,1398,10,570,7,369,4,407,1,310,0,206,2,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구(00024),0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,1,22,3,28,3,36,2,83,6,200,8,114,8,204,11,361,9,328,18,611,9,658,17,306,6,234,3,194,4,90,6,67,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구(00025),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,2,0,7,1,6,0,23,0,33,2,66,0,30,1,30,3,23,1,20,0,11,0,22,1,7,0,2,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리(00025),0,0,0,0,0,0,0,0,0,0,0,0,48,9,154,9,246,4,223,20,365,39,573,30,1210,81,1044,35,1144,51,1926,67,2591,57,3113,99,3023,143,1340,114,1294,84,1131,117,1128,115,617,53,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원(00016),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원(00015),0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,260,4,1198,10,1154,21,871,22,451,15,384,29,424,28,317,28,249,15,195,16,137,6,125,1,42,2,46,5,34,0,30,0,6,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소(00017),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,16,0,9,1,8,4,5,0,14,0,11,0,6,0,3,0,6,0,2,0,1,0,1,0,0,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소(00016),0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,258,8,701,3,656,23,330,1,152,5,177,27,201,10,140,13,109,14,67,12,60,2,79,7,37,3,33,0,26,0,18,0,11,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소(00017),0,0,0,0,0,0,0,0,0,0,1,0,3,38,1,138,7,721,6,1628,11,1074,9,507,25,601,23,659,12,386,18,381,17,229,24,139,21,154,4,107,1,65,1,42,5,52,0,15,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소(00018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,0,22,1,24,1,20,0,36,5,37,0,29,0,22,0,20,1,10,1,14,2,16,0,13,0,7,0,9,1,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동(00029),0,0,0,0,0,0,0,0,0,0,0,0,115,2,232,22,388,25,229,24,195,14,225,17,259,30,250,35,247,24,274,45,446,46,514,53,442,62,209,27,98,30,94,32,57,22,51,16,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동(00031),0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,5,0,3,1,5,0,9,0,12,1,8,0,14,1,7,0,0,0,2,1,1,0,1,0,4,0,1,0,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관(00030),0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,25,1,20,2,12,1,37,0,41,0,62,1,47,0,49,5,34,0,14,0,19,1,21,2,14,2,5,0,8,2,1,2,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관(00028),0,0,0,0,0,0,0,0,0,0,0,0,129,4,273,25,579,25,521,35,467,39,658,45,736,64,713,50,737,51,699,71,963,76,1110,117,930,114,594,72,326,80,321,111,258,86,133,49,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관(00026),0,0,0,0,0,0,0,0,0,0,0,0,138,14,288,10,595,18,683,21,674,16,914,24,920,33,877,28,838,31,809,44,1023,23,1226,95,1328,113,736,88,545,101,389,97,369,84,140,38,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00008),0,3,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,101,46,160,66,124,71,58,108,69,126,78,199,43,242,35,253,24,242,21,185,7,142,21,131,6,120,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00031),0,0,0,0,0,0,0,0,0,0,0,0,245,8,451,10,638,17,264,21,221,25,192,21,173,31,151,31,122,36,106,57,92,49,93,99,79,130,54,64,24,58,22,88,16,50,4,32,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00033),0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,8,0,7,1,8,1,5,0,8,0,7,0,9,4,14,0,2,1,2,0,4,1,0,1,2,1,1,0,2,1,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관(00032),0,0,0,0,0,0,0,0,0,0,0,0,204,7,311,12,665,42,316,14,334,20,335,8,432,23,389,21,434,40,353,30,639,61,664,87,678,37,343,20,274,25,174,32,76,17,32,12,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관(00034),0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,11,1,12,1,6,0,13,0,31,0,15,1,26,1,36,0,26,2,3,0,18,0,4,0,4,0,10,0,2,1,0,1,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트(00036),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,0,1,1,2,4,1,1,8,3,4,1,2,0,1,3,4,0,0,3,0,0,0,1,1,4,0,4,0,4,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트(00034),0,0,0,0,0,0,0,0,0,0,0,0,18,21,73,28,82,135,80,29,65,37,68,68,64,82,74,81,63,84,55,129,51,125,47,240,32,325,32,134,41,124,9,82,27,122,3,107,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구(00036),0,0,0,0,0,0,0,0,0,0,0,0,5,112,30,109,32,243,22,340,11,332,12,652,12,1066,14,1039,14,929,14,1194,10,1434,18,2230,21,2665,13,1539,9,893,7,888,5,649,4,414,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구(00038),0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,12,0,19,0,9,4,41,1,51,3,68,0,53,2,49,3,81,0,43,0,34,0,22,0,19,0,30,0,13,0,13,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00037),0,0,0,0,0,0,0,0,0,0,0,0,723,876,1646,1712,5184,2754,4712,2586,3910,2669,2453,3081,3217,4366,3207,4156,1763,4519,1735,5998,1786,7113,1904,9588,1948,9659,1351,4646,1310,3493,1935,3271,1677,2439,1202,1584,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00039),0,0,0,0,0,0,0,0,0,0,0,0,35,37,19,45,73,104,38,112,36,71,83,178,97,199,34,257,70,241,46,313,35,184,68,132,64,98,33,59,23,28,77,64,120,51,46,32,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00001),0,0,0,0,0,0,0,0,0,0,582,281,1418,233,2645,21,7540,35,8505,50,6410,27,3988,80,4284,81,4730,66,3338,96,2725,27,2678,94,3016,104,2798,28,3084,49,2598,38,3017,25,4265,27,2738,17,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트(00004),0,1,0,0,0,0,0,0,0,0,0,0,18,46,90,167,245,212,238,166,140,201,152,158,177,103,170,144,100,176,75,175,47,171,56,173,66,227,43,190,31,76,16,68,25,55,12,49,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을(00005),0,0,0,0,0,0,0,0,0,0,0,0,30,63,22,99,61,195,82,203,95,449,50,286,54,267,67,300,60,262,68,261,88,276,125,264,87,254,30,141,36,56,40,43,27,29,15,20,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관(00006),0,1,0,0,0,0,0,0,0,0,0,0,1,39,3,108,4,227,14,150,5,156,15,100,12,218,21,153,14,133,20,129,14,173,11,234,4,117,7,90,8,71,3,72,2,88,1,57,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,교수아파트(00009),0,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1,0,69,83,156,152,107,66,105,124,84,123,114,131,63,141,45,150,29,137,18,108,15,129,13,88,2,64,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동(00010),0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,249,107,493,138,314,104,336,97,296,49,320,57,369,110,381,35,451,28,311,49,398,5,324,5,265,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원(00011),0,58,0,0,0,0,0,0,0,0,0,0,0,48,0,28,1,60,3,29,0,33,341,429,529,742,580,609,361,541,482,474,281,504,294,676,335,621,145,846,63,821,64,1034,91,1336,32,1125,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관(00012),0,170,0,0,0,0,0,0,0,0,0,0,16,251,39,251,133,361,354,390,224,370,97,403,202,505,239,589,112,463,163,540,84,611,76,722,127,850,57,1087,28,1202,30,1668,38,2244,16,2294,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관(00013),0,127,0,0,0,0,0,0,0,0,0,0,7,276,68,390,54,972,103,1451,75,1035,52,739,90,1036,116,1143,53,753,68,773,36,745,21,876,64,1120,22,1108,14,1225,13,1515,15,1802,9,1669,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리(00014),0,0,0,0,0,0,0,0,0,0,0,0,25,292,31,773,192,3367,481,6649,277,4713,127,1975,195,3171,361,3358,154,1737,140,1373,90,1012,65,984,146,1087,52,458,23,349,16,246,9,238,83,83,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트(00019),0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,32,0,44,0,52,3,79,2,62,15,28,20,15,19,24,29,13,17,6,9,2,10,2,0,2,0,0,0,0,0,1,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트(00020),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,4,0,7,0,15,0,8,0,0,7,3,3,4,0,0,2,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소(00020),0,0,0,0,0,0,0,0,0,0,0,0,1,69,0,53,5,145,7,360,6,730,22,532,72,168,112,163,59,176,60,51,29,25,28,18,11,11,3,5,8,6,1,3,1,2,1,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소(00021),0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,45,0,41,3,164,6,48,8,23,2,9,14,12,2,11,0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00026),0,7,0,0,0,0,0,0,0,0,0,0,256,145,598,341,1543,805,1446,838,1732,939,1244,890,1670,1252,1294,853,1300,998,1355,1350,1788,1317,2188,2094,2186,2413,1210,1214,1040,796,977,853,764,592,513,506,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00015),0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,38,0,210,0,161,2,139,2,103,0,71,3,104,4,73,8,50,3,66,1,28,0,17,0,7,0,10,0,4,0,3,0,4,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을(00035),0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,3,1,1,2,16,2,28,3,8,6,19,4,10,1,14,3,5,2,1,0,3,1,3,3,0,0,0,1,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을(00033),0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,38,55,86,57,44,79,24,128,51,217,57,218,62,275,64,294,88,291,90,296,126,257,127,124,70,170,90,143,71,59,84,7,45,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교(00035),0,0,0,0,0,0,0,0,0,0,0,0,5,37,42,46,130,533,46,97,29,112,14,291,24,445,29,329,17,254,17,323,21,412,26,988,30,1271,8,702,7,466,4,320,4,279,3,196,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교(00037),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,3,0,7,1,13,4,20,3,13,0,6,0,20,0,15,2,9,0,14,0,14,1,10,0,6,0,6,0,6,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구(00002),0,0,0,0,0,0,0,0,0,0,0,0,322,67,383,42,800,55,645,45,416,53,487,36,737,63,846,29,542,49,491,40,408,68,450,99,562,88,628,68,577,56,669,70,706,56,713,36,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교(00003),0,0,0,0,0,0,0,0,0,0,0,0,44,31,101,64,211,65,213,77,162,79,207,73,355,64,374,68,250,117,252,83,180,85,233,132,210,145,223,141,198,58,203,57,163,72,130,35,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00007),0,4,0,0,0,0,0,0,0,0,0,0,72,481,274,1072,1562,3147,2266,1998,1287,1535,48,312,53,641,59,303,32,521,28,366,34,514,16,491,5,465,0,486,7,314,2,313,0,375,0,224,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00032),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1,1,5,0,2,3,3,0,1,0,1,0,3,0,0,0,1,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00030),0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,7,6,49,11,35,16,32,18,62,20,59,29,46,16,87,25,56,20,82,16,112,6,81,2,57,1,46,4,82,0,53,0,43,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관(00029),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,30.0,서울마을버스,20221103,
202210.0,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관(00027),0,0,0,0,0,0,0,0,0,0,0,0,79,10,267,14,644,62,633,54,514,45,767,39,969,57,924,45,730,55,827,70,1070,59,1349,99,1311,91,692,71,459,73,373,102,324,68,201,37,30.0,서울마을버스,20221103,
202212.0,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소(00018),0,0,0,0,0,0,0,0,0,0,0,0,2,43,1,51,16,290,21,445,9,291,9,217,10,218,6,148,21,99,10,69,101,44,187,61,132,63,31,30,42,10,92,9,86,15,14,3,30.0,서울마을버스,20230103,
202212.0,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관(00021),0,0,0,0,0,0,0,0,0,0,3,0,52,147,44,415,97,985,114,1783,346,1837,487,1260,682,1234,774,1666,950,908,1655,832,1779,600,2825,405,2950,333,1584,195,1227,96,1111,118,929,63,480,51,30.0,서울마을버스,20230103,
