사용년월,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,교통수단타입코드,교통수단타입명,등록일자,"?""사용년월"""
202201.0,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,1,0,2,56,1,98,1,500,3,687,8,584,9,291,2,244,8,247,11,187,4,95,18,81,14,48,5,43,2,43,1,42,0,53,1,28,0,5,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,117,1,190,3,342,27,293,4,200,16,159,15,140,10,187,14,203,22,296,28,556,44,511,51,755,56,213,35,125,25,115,27,87,20,23,12,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,120,2,326,16,625,25,716,21,582,18,816,15,860,26,854,25,763,35,781,57,980,70,1399,85,1058,151,480,124,272,97,211,80,177,95,61,57,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,214,4,405,20,863,54,993,25,962,9,1061,9,1176,19,1090,8,897,15,923,18,1356,35,1407,54,918,126,545,142,336,97,338,79,286,103,93,82,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,9,0,220,25,390,2,677,9,314,12,253,16,214,29,161,29,179,27,174,29,153,62,145,66,108,116,93,129,55,76,27,47,12,71,13,40,2,16,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,45,0,3,0,30,30,0,0,0,0,0,0,91,44,113,80,95,70,71,94,74,160,64,169,30,196,21,255,14,278,5,205,20,165,9,92,2,34,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,148,1,361,4,516,47,261,24,230,26,257,30,344,23,382,32,328,20,429,26,646,38,758,25,511,28,179,3,224,32,94,15,77,17,22,4,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,1,1,2,0,41,3,102,9,140,89,121,38,54,54,36,60,41,63,38,80,44,62,47,99,38,125,44,175,22,277,10,144,17,95,19,67,29,79,2,87,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,4,114,1,164,48,286,15,370,18,343,13,526,15,736,10,707,14,680,5,742,20,997,19,1734,16,1853,7,743,23,368,3,325,3,352,1,261,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,2,2,4,4,567,341,1326,265,2310,98,7445,144,7512,129,5024,200,3159,247,3080,298,2697,153,2779,151,2244,190,2261,194,2283,463,2466,572,2665,139,2731,63,4585,26,2985,97,1034,112,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,0,0,437,869,1104,1653,3063,3259,2526,3233,2082,2826,1505,2931,1834,3784,1826,3569,1141,4161,1150,4707,1302,6458,1358,8452,1809,8361,1564,3540,1566,2629,2431,2472,1160,2067,436,1010,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,38,23,40,40,296,106,334,114,168,122,99,88,111,60,76,101,65,91,54,95,54,81,38,90,26,116,21,134,13,53,15,72,13,30,7,22,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,19,45,18,44,45,87,41,154,134,141,94,110,25,85,100,163,72,134,65,105,65,107,32,30,31,41,5,28,9,11,18,29,14,13,5,14,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,154,2,312,4,219,8,99,5,65,4,97,3,55,1,79,7,57,4,71,4,69,5,66,0,68,2,61,4,92,4,50,0,23,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,교수아파트,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,52,61,58,144,50,79,39,93,23,96,17,125,12,113,20,116,5,118,5,90,3,85,4,72,6,27,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,75,182,62,384,79,295,65,314,40,303,45,289,75,392,98,393,35,371,8,361,6,423,18,281,1,121,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,35,0,25,1,14,9,32,296,311,308,483,274,519,203,503,156,484,120,505,177,581,197,656,57,775,53,806,43,1603,58,1080,13,490,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,2,0,0,0,0,0,0,0,0,0,0,4,72,11,159,33,244,92,211,67,266,39,299,37,393,45,512,28,503,36,573,28,603,23,616,21,771,13,908,8,1010,12,2156,10,1516,5,717,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,0,2,0,0,0,0,0,0,0,0,0,0,8,132,24,164,92,499,145,484,109,498,82,460,79,503,95,596,58,667,29,597,28,697,19,737,17,1042,15,1072,7,1114,20,2154,12,1561,4,651,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,6,85,7,218,180,1080,350,1395,233,857,122,527,87,567,87,585,45,516,27,360,23,310,12,322,25,371,11,126,6,101,11,124,3,89,2,25,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,37,0,20,0,50,3,97,2,58,0,17,0,20,2,19,3,3,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,2,91,0,52,26,60,36,233,31,870,71,549,130,194,168,82,141,62,112,26,101,15,65,11,22,3,5,7,1,2,2,0,0,1,0,0,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,36,15,21,1,108,25,73,6,189,6,304,12,334,7,310,12,507,21,862,59,1313,25,2110,28,2369,97,970,18,877,29,825,21,976,13,428,12,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,1,0,20,164,3,513,19,2305,18,3029,9,1787,22,971,15,1073,13,1055,27,864,25,548,9,420,19,311,11,343,4,188,1,104,6,132,1,60,24,10,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,1,1,0,0,1,1,21,3,18,26,13,47,180,60,153,66,75,50,194,87,189,71,207,108,204,123,168,88,46,97,29,48,20,45,11,49,22,61,6,24,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,4,65,51,55,116,260,61,108,19,162,25,287,31,369,20,379,42,262,38,341,17,359,41,842,24,1036,6,481,11,218,7,145,6,169,4,171,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,255,84,364,80,1133,161,986,100,542,49,320,36,428,46,497,32,396,48,311,58,238,65,311,70,296,67,474,102,577,57,834,93,176,66,111,18,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,23,10,54,44,408,75,425,47,280,57,229,54,289,64,300,62,312,70,242,89,195,75,129,98,163,90,176,124,175,74,219,104,58,69,42,23,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,110,498,168,813,1073,3372,1428,1691,831,944,10,216,4,336,11,175,2,256,2,173,4,243,5,237,2,348,1,420,2,356,2,445,0,245,0,133,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,9,0,16,6,18,1,15,5,37,5,22,7,30,5,43,3,58,5,153,6,162,2,64,4,33,0,49,1,34,0,36,,,20220203,
202201.0,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,148,7,256,36,585,99,827,70,659,13,865,16,1057,28,941,32,752,27,781,39,1041,45,1239,73,795,83,328,98,160,57,192,56,159,44,79,34,,,20220203,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소(00019),0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,65,17,387,13,530,11,340,8,183,27,196,15,153,13,89,43,81,39,50,92,48,77,35,19,31,11,22,3,7,4,17,0,5,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관(00022),0,0,0,0,0,0,0,0,0,0,0,0,22,122,41,294,69,1284,141,2526,272,2465,370,1194,504,1005,529,1117,780,571,1129,431,1621,352,2751,203,2772,183,1283,166,947,123,850,81,728,47,309,15,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관(00023),0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,5,19,1,27,5,40,1,68,0,93,5,80,2,113,6,155,1,607,2,629,6,525,7,331,1,190,3,168,0,134,0,73,2,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소(00024),0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,20,5,39,9,46,7,106,6,128,14,91,11,168,6,291,5,489,4,1498,14,1535,28,612,7,340,4,354,2,315,0,164,0,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구(00025),0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,21,0,33,3,31,9,79,6,133,8,126,6,260,14,519,9,608,15,726,16,702,17,252,10,179,5,115,6,65,1,43,0,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리(00027),0,0,0,0,0,0,0,0,0,0,0,0,9,2,47,1,108,0,81,3,46,1,75,3,87,2,60,4,87,5,130,4,188,5,203,6,236,43,113,41,90,36,107,27,62,24,30,8,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원(00016),0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,87,3,454,10,591,7,407,6,251,7,144,10,162,3,95,7,64,3,34,7,19,4,13,1,21,0,16,0,7,0,4,0,0,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소(00017),0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,363,3,747,17,885,10,428,11,213,9,169,17,170,4,91,3,83,41,69,4,32,3,30,3,19,0,24,1,13,25,13,1,2,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소(00018),0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,184,2,1187,5,1120,5,909,10,464,15,351,11,351,9,254,6,170,12,125,10,108,17,82,5,49,2,38,6,29,1,19,0,4,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동(00031),0,0,0,0,0,0,0,0,0,0,0,0,56,0,101,2,191,24,143,13,141,10,101,12,86,9,102,4,109,7,227,22,207,20,305,33,383,31,122,16,64,13,64,12,41,6,32,14,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관(00030),0,0,0,0,0,0,0,0,0,0,0,0,73,2,135,18,295,22,319,18,344,11,424,20,421,12,384,25,364,23,479,23,533,34,756,50,623,83,330,81,175,48,147,33,114,33,50,20,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관(00028),0,0,0,0,0,0,0,0,0,0,0,0,41,1,90,6,190,7,214,10,182,2,207,3,213,2,207,7,169,9,178,5,300,10,259,12,230,38,199,31,118,16,73,22,44,41,28,10,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00033),0,0,0,0,0,0,0,0,0,0,0,0,134,0,184,4,340,14,178,6,150,11,115,16,102,12,104,21,86,19,84,27,85,35,80,49,51,75,38,37,26,26,18,42,7,28,2,20,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00008),1,2,0,0,0,0,0,0,0,0,51,0,0,0,125,121,2,0,25,20,0,0,106,53,89,73,80,98,51,75,44,103,38,170,27,204,25,285,20,271,19,173,11,142,32,125,8,99,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관(00034),0,0,0,0,0,0,0,0,0,0,0,0,82,1,128,4,200,18,225,9,210,7,170,9,347,11,205,7,214,15,272,12,247,27,387,34,307,20,146,6,152,16,111,4,27,9,14,2,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트(00036),0,0,0,0,0,0,0,0,0,0,0,0,8,3,72,8,67,28,52,18,49,26,36,21,22,24,44,20,46,26,44,45,24,57,34,100,19,140,9,69,20,57,8,50,15,49,2,24,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구(00038),0,0,0,0,0,0,0,0,0,0,0,0,2,98,16,75,34,140,14,145,16,200,3,306,7,430,24,348,25,346,11,467,4,581,11,979,14,1242,11,563,4,384,4,266,2,165,1,121,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00001),0,0,0,0,0,0,0,0,1,1,508,300,1489,289,2713,27,5741,62,5927,36,3626,19,2141,44,2691,52,2347,59,1910,12,1870,44,1957,54,2094,98,2245,173,2193,39,1680,17,2200,28,2323,32,1696,12,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역(00039),0,0,0,0,0,0,0,0,0,0,17,11,487,579,346,827,2480,1681,2413,1742,1568,1664,1308,1541,968,2172,1116,1897,928,1982,876,2889,754,3354,639,5030,925,4764,862,2339,696,1649,808,1381,1156,854,727,558,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트(00004),0,0,0,0,0,0,0,0,0,0,0,0,16,97,55,191,203,150,289,110,176,117,124,78,76,105,93,100,54,126,42,135,42,110,24,161,28,195,22,197,12,72,14,55,12,56,7,37,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을(00005),0,0,0,0,0,0,0,0,0,0,0,0,28,65,15,135,68,176,62,114,63,96,40,91,31,117,71,121,37,110,23,97,49,122,68,162,52,195,48,143,28,81,40,19,22,20,11,19,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관(00006),0,0,0,0,0,0,0,0,0,0,0,0,1,147,1,97,1,376,7,214,15,90,7,63,5,149,6,76,12,92,6,71,3,81,6,96,1,78,2,90,6,85,4,59,1,62,2,46,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,교수아파트(00009),0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,1,0,0,67,63,61,116,84,68,59,77,39,103,24,110,31,90,15,154,20,100,11,92,5,82,3,106,4,49,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동(00010),0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,239,81,331,89,283,80,291,65,237,47,290,70,311,116,369,37,359,28,305,34,333,16,321,11,259,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원(00011),1,56,0,0,0,0,0,0,0,0,0,0,0,28,0,39,1,37,1,22,0,32,261,382,263,488,280,536,252,516,229,525,185,554,174,603,190,632,105,644,37,633,55,759,38,950,19,880,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관(00012),0,110,0,0,0,0,0,0,0,0,0,0,7,173,16,248,457,282,75,305,84,279,40,309,47,499,65,519,38,529,46,567,58,655,31,648,41,739,22,874,12,789,24,1137,7,1455,5,1578,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관(00013),0,116,0,0,0,0,0,0,0,0,0,0,1,160,11,279,159,690,164,654,76,579,50,493,62,601,65,603,32,514,23,591,13,651,8,608,23,771,23,838,12,807,10,1015,4,1211,1,1072,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리(00014),3,3,0,0,0,0,0,0,0,0,3,0,11,175,32,430,148,1850,420,2195,222,1404,132,895,89,874,76,975,41,811,38,653,28,472,19,407,11,543,13,286,11,170,8,152,7,114,24,37,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트(00020),0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,44,2,46,2,75,6,101,2,78,4,26,9,41,13,9,6,6,6,7,3,7,5,2,0,1,0,1,0,0,0,0,0,0,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소(00021),0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,55,0,171,9,436,7,905,12,433,22,132,19,145,21,80,11,44,11,30,6,14,10,3,2,7,1,10,0,1,0,3,0,2,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00026),0,18,0,0,0,0,0,0,0,0,0,0,1171,647,3031,1736,6626,3680,6438,3512,5209,3085,5187,3121,5832,4040,4743,3309,4533,3583,4693,3429,6496,5566,7791,6891,7533,7678,4210,3837,3593,2618,3485,2830,3286,2563,1907,1671,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당(00015),0,0,0,0,0,0,0,0,0,0,0,0,14,122,0,249,5,1523,30,2096,28,1476,19,776,43,630,20,600,20,480,23,346,18,251,9,180,6,156,2,90,6,64,2,49,0,26,5,8,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을(00035),0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,11,39,25,44,29,40,14,50,14,53,17,75,20,82,51,88,40,143,50,123,57,112,64,73,51,80,36,80,42,11,16,3,13,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교(00037),0,0,0,0,0,0,0,0,0,0,0,0,3,17,31,20,97,98,41,64,26,75,12,146,9,170,25,202,8,98,13,167,18,188,10,401,30,646,5,314,6,171,8,121,4,88,1,68,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구(00002),0,0,0,0,0,0,0,0,0,0,25,15,226,45,439,123,1501,367,888,100,589,120,372,64,493,55,560,45,389,53,347,46,282,60,276,113,357,121,439,87,329,51,409,59,433,53,411,32,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교(00003),0,0,0,0,0,0,0,0,0,0,0,0,13,19,106,35,359,69,407,75,231,67,184,60,256,69,330,63,224,86,196,90,171,68,167,103,155,112,154,145,143,63,132,55,120,76,100,33,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00032),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,13,1,16,1,4,0,12,1,33,1,28,1,8,1,29,0,30,5,68,4,80,1,40,1,45,2,33,0,27,0,10,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관(00007),0,2,0,0,0,0,0,0,0,0,0,0,66,507,256,920,1134,2829,1293,1803,714,1006,18,217,8,240,3,155,7,173,4,196,3,362,7,352,3,378,0,398,1,315,1,303,0,293,0,227,30.0,서울마을버스,20220903,
202208.0,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관(00029),0,0,0,0,0,0,0,0,0,0,0,0,52,1,142,9,219,41,271,25,259,5,298,4,334,21,300,23,217,11,216,13,279,11,349,35,305,54,161,38,74,22,55,15,67,15,33,14,30.0,서울마을버스,20220903,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소(00019),0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,52,4,388,10,485,14,309,17,164,18,194,31,168,9,103,29,87,24,46,41,56,55,41,23,47,10,27,4,24,7,14,11,7,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관(00022),0,0,0,0,0,0,0,0,0,0,0,0,18,116,33,349,48,1258,172,3268,429,2471,579,1355,944,1415,955,2322,1227,998,2614,1190,2954,580,3519,365,4138,450,1841,160,1646,107,1205,87,973,75,376,36,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관(00023),0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,4,24,0,20,3,100,5,91,0,263,5,204,3,215,2,374,4,833,5,1100,6,760,6,390,1,248,0,252,1,138,0,112,0,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소(00024),0,0,0,0,0,0,0,0,0,0,0,0,27,1,11,0,27,1,46,7,62,15,123,7,168,9,109,6,181,9,319,12,577,13,1201,11,1570,23,598,12,390,5,324,3,310,0,184,0,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구(00025),0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,19,1,20,2,47,6,76,4,112,14,189,12,256,4,295,9,521,13,648,26,665,16,335,12,227,8,178,7,147,5,56,4,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원(00016),0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,58,0,118,0,85,0,55,0,25,1,20,0,17,0,12,0,17,0,10,0,8,0,10,0,6,1,7,0,4,0,7,0,2,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소(00017),0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,366,5,594,5,732,18,346,4,164,7,175,25,190,9,121,23,113,20,76,7,43,4,41,2,35,0,26,0,14,0,19,0,1,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소(00018),0,0,0,0,0,0,0,0,0,0,0,0,2,46,1,158,5,735,11,1746,16,1087,11,434,16,589,37,600,9,329,15,354,20,164,42,110,22,134,9,115,4,69,5,91,4,36,5,23,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동(00031),0,0,0,0,0,0,0,0,0,0,0,0,27,0,76,4,144,11,86,9,63,7,73,8,102,8,71,9,101,13,129,24,136,16,154,29,175,29,89,19,29,13,43,11,27,3,11,5,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관(00030),0,0,0,0,0,0,0,0,0,0,0,0,62,1,76,8,197,13,198,8,156,14,220,20,312,27,237,22,282,18,270,36,438,34,575,50,467,47,315,36,177,35,108,12,105,23,60,17,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관(00028),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00033),0,0,0,0,0,0,0,0,0,0,0,0,81,0,146,4,175,7,94,4,98,3,65,11,62,12,65,10,68,15,31,21,43,13,48,45,35,52,30,39,13,29,10,28,5,17,3,14,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트(00008),0,3,0,0,0,0,0,0,0,0,61,0,1,0,0,0,0,0,0,0,0,0,82,29,117,56,90,66,51,79,48,128,56,154,31,171,28,254,21,222,20,168,12,102,17,80,3,84,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관(00034),0,0,0,0,0,0,0,0,0,0,0,0,66,0,117,2,208,7,144,4,110,3,94,1,166,11,122,7,147,13,179,15,146,15,270,15,220,16,134,6,111,9,44,11,19,7,10,6,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트(00036),0,0,0,0,0,0,0,0,0,0,0,0,6,5,28,11,50,49,29,10,22,18,18,22,18,26,12,33,27,43,20,44,11,59,27,104,18,105,17,56,11,58,3,15,5,27,1,32,30.0,서울마을버스,20221003,
202209.0,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구(00038),0,0,0,0,0,0,0,0,0,0,0,0,1,69,16,54,24,72,9,110,5,126,1,230,11,368,3,291,4,320,1,495,3,451,9,970,7,1270,2,817,3,436,4,282,2,254,3,175,30.0,서울마을버스,20221003,
