사용년월,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
202001,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,241,9,706,17,895,44,977,25,870,10,973,14,1135,26,993,21,882,9,925,21,951,30,1250,63,1277,131,782,107,624,109,363,91,431,105,281,75,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,2,0,158,19,428,2,726,10,365,19,315,12,260,28,190,33,221,37,189,35,145,63,131,56,162,129,115,167,83,100,75,79,26,71,26,61,12,52,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,7,0,0,0,0,0,0,0,0,39,2,4,1,0,0,29,27,0,0,0,1,172,43,130,91,92,60,119,91,40,94,47,138,40,153,23,235,25,215,15,247,5,154,4,164,9,131,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,111,2,448,18,573,21,483,19,380,11,355,14,333,13,503,16,533,49,587,15,1011,54,730,57,637,64,314,23,319,39,197,23,104,12,42,6,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,14,16,96,25,195,122,93,78,81,101,44,91,50,67,58,93,55,66,41,112,51,103,44,252,15,345,22,120,26,121,16,81,8,90,3,86,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,3,105,3,166,40,274,29,294,8,261,8,384,16,590,11,484,10,601,15,793,14,992,28,1660,18,2294,16,1092,13,679,7,502,3,536,9,358,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,712,347,2203,440,4010,160,10227,201,9507,153,7132,120,6234,87,5333,162,4510,183,4378,282,3298,138,3243,320,3382,799,3654,767,3454,379,3541,291,3892,337,4692,139,3617,165,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,33,16,252,916,1174,1873,4634,3683,4283,3722,1761,2699,912,3422,1157,4030,1147,4136,1234,4659,862,5360,966,6498,929,8888,1185,10666,711,4791,538,3426,718,3016,659,2803,439,1986,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,9,20,46,77,330,152,355,172,171,121,92,51,92,67,66,68,65,118,38,83,55,100,45,98,62,162,25,113,36,83,13,62,11,91,10,60,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,8,34,36,104,113,222,132,258,52,200,61,72,49,57,46,52,58,63,78,89,49,115,69,47,56,89,28,65,20,36,15,14,26,17,3,10,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,1,79,3,225,4,504,15,315,6,194,6,91,9,88,5,86,2,61,1,81,2,96,2,92,7,99,2,104,0,73,0,48,2,72,0,22,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,호암교수회관,0,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,4,1,111,134,71,138,87,113,51,105,26,117,28,141,26,154,28,130,14,112,8,102,5,109,6,89,2,79,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,17,0,7,0,0,117,230,77,393,92,293,76,258,104,227,76,355,63,398,99,317,24,425,15,321,25,372,10,345,6,287,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,0,33,0,0,0,0,0,0,0,0,0,0,0,23,0,36,12,52,15,56,6,30,243,262,258,593,235,483,181,363,184,333,119,380,130,424,122,457,52,557,31,668,28,717,26,763,7,826,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,81,0,0,0,0,0,0,0,0,0,0,3,314,16,364,34,478,116,359,64,376,43,344,64,483,51,531,38,541,37,562,24,611,28,691,34,973,17,956,10,1023,15,1244,8,1636,1,1856,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,0,78,0,0,0,0,0,0,0,0,0,0,7,183,11,214,46,864,107,695,106,622,98,694,103,674,101,733,36,774,19,739,29,768,21,792,28,965,14,1028,17,1016,8,1225,10,1828,10,1766,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,1,0,0,0,0,0,0,0,0,0,0,17,204,23,331,221,1989,555,1946,474,1207,171,1440,125,1026,105,1061,50,1088,49,711,23,473,31,475,39,462,17,231,6,140,7,105,7,95,5,28,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,21,0,22,0,80,2,155,5,97,8,61,0,25,2,21,1,10,2,4,10,1,1,1,0,1,0,0,0,0,10,1,3,0,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,2,105,2,34,2,73,3,270,6,887,9,541,7,188,10,65,7,90,8,32,8,14,17,18,7,10,6,5,0,5,5,3,11,2,10,2,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,68,38,18,0,60,8,116,9,203,22,515,43,544,27,659,43,1096,43,1431,46,1957,29,3335,32,3566,67,1359,41,1382,33,1382,30,1641,33,626,22,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,1,377,0,716,14,3255,37,3139,41,2000,23,1668,26,1445,32,1401,34,1410,25,896,14,586,40,469,176,377,3,194,7,109,6,51,2,45,27,21,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,2,11,19,9,23,22,40,42,84,28,119,22,177,27,62,44,116,45,134,74,126,58,105,83,69,105,49,71,49,54,34,46,26,74,3,90,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,4,37,31,61,122,212,26,154,31,145,25,311,31,341,24,256,42,315,28,356,27,310,37,875,18,1995,17,729,5,441,8,342,23,319,13,284,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,30,14,263,50,260,20,1590,134,1368,125,775,65,586,42,602,59,562,49,473,62,385,184,244,138,314,297,521,367,511,340,456,98,422,67,504,96,519,56,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,31,11,104,68,553,122,533,73,328,76,263,60,333,82,326,75,313,95,199,110,168,125,157,94,186,159,143,150,169,115,185,80,146,87,88,82,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,6,42,5,27,9,38,3,64,4,54,4,46,6,54,4,70,0,60,8,139,3,180,7,118,2,72,1,87,1,50,0,58,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,11,0,0,0,0,0,0,0,0,0,0,70,502,171,1270,1374,3025,1286,2827,926,1348,16,300,10,486,2,241,5,355,7,325,9,378,10,445,6,569,3,537,4,423,2,398,2,492,1,303,20200203
202001,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,277,20,467,14,811,93,1067,39,633,20,841,24,990,54,945,54,792,34,799,45,900,41,1095,59,1132,95,655,77,398,64,377,59,351,62,230,31,20200203
202002,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,85,0,338,10,343,6,219,7,150,9,114,7,108,21,64,24,43,17,34,28,30,65,22,27,31,29,15,6,13,17,6,19,1,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,1,0,40,66,32,182,38,1197,83,2748,181,3117,378,1306,473,1147,585,1075,868,628,1091,422,1245,342,2299,213,3122,175,1467,111,987,67,955,63,817,40,551,15,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,3,24,6,27,5,63,14,93,30,89,2,89,2,163,8,391,5,450,3,442,9,237,1,131,0,116,0,134,0,82,0,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,17,3,16,0,18,2,33,4,35,4,116,3,93,4,111,5,140,4,225,6,369,14,1459,29,1412,11,494,5,368,4,347,2,234,1,201,0,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,25,0,14,1,21,0,74,1,114,3,77,4,161,3,212,1,323,2,697,5,675,4,162,2,134,0,92,0,70,0,41,0,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,68,10,122,9,269,6,139,9,132,6,183,8,238,8,244,17,290,14,381,18,436,19,771,40,875,119,360,116,329,92,276,83,236,91,163,66,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,2,118,1,189,12,1322,19,1781,17,1022,16,488,8,341,12,359,9,197,6,168,11,105,7,86,6,53,18,40,2,38,8,26,1,18,0,2,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,4,32,2,264,16,714,9,810,1,355,5,164,5,145,9,139,7,99,5,85,4,56,2,55,3,32,11,34,13,15,12,8,15,7,0,0,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,83,2,736,9,833,8,564,15,284,6,236,10,244,8,161,7,118,11,86,34,61,3,77,50,45,18,18,15,21,10,8,2,4,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,78,0,187,1,289,42,259,18,164,19,169,20,217,23,183,32,188,13,305,29,347,20,529,51,543,74,226,41,104,22,139,24,151,31,65,6,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,1,0,127,3,260,11,431,39,473,55,319,22,461,18,543,17,470,31,426,28,460,27,567,40,877,64,659,86,417,70,247,58,230,65,173,57,85,55,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,134,9,532,15,783,39,740,23,726,10,782,13,929,18,739,17,697,10,639,15,842,26,889,32,940,118,658,109,502,83,353,71,368,85,204,59,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,3,3,0,0,0,0,0,0,0,0,29,2,2,0,23,21,0,0,0,1,0,0,123,35,138,48,102,55,95,66,48,81,46,83,40,101,25,192,22,209,13,174,17,161,3,157,4,83,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,6,0,143,23,437,7,701,14,347,12,243,18,180,11,175,18,179,17,173,40,124,39,111,60,82,100,93,140,61,74,38,77,33,59,11,49,14,50,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,104,4,365,15,527,20,362,11,277,13,256,4,264,4,330,21,385,23,488,23,488,31,584,40,606,45,265,26,225,19,159,21,84,9,41,4,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,24,14,122,29,181,81,79,58,60,77,31,81,39,72,46,58,28,75,29,102,43,95,23,151,21,318,15,145,13,88,9,87,7,91,1,65,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,1,70,13,127,22,214,37,218,10,179,7,351,15,438,5,424,7,460,5,623,8,818,17,1178,21,1620,8,841,3,609,8,488,2,458,4,305,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,577,317,1849,405,3542,145,9132,176,9313,181,6284,144,3827,104,4222,210,3661,200,3072,168,2593,272,2622,287,2729,478,3027,727,2700,271,2688,178,2974,236,3294,139,2366,80,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,99,52,287,677,564,1658,2271,3034,1939,2796,1372,2145,1024,2439,1208,3249,1023,2899,987,3405,791,3955,626,5153,669,6811,865,8366,772,4109,383,2673,424,2705,604,2216,418,1528,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,11,15,41,37,289,136,272,99,167,70,117,48,89,46,63,58,30,65,30,78,67,71,47,76,30,95,22,75,23,59,11,43,9,60,12,60,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,5,23,37,81,62,117,69,63,57,69,44,72,62,37,37,35,43,47,71,39,47,55,30,47,27,42,14,27,14,19,12,14,9,20,6,4,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,1,0,0,0,0,0,0,0,0,0,0,0,62,1,140,12,204,3,91,4,80,5,69,1,88,3,76,3,60,1,56,6,72,2,75,4,57,0,56,2,59,2,54,2,33,0,21,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,1,72,69,50,119,62,71,41,107,27,79,26,98,8,106,15,110,25,94,7,66,4,64,4,59,3,44,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,0,10,6,3,89,211,85,340,56,296,67,222,105,224,49,259,43,362,90,276,37,371,24,239,18,267,4,206,7,189,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,0,19,0,0,0,0,0,0,0,0,0,0,0,26,0,24,2,47,12,45,6,42,155,266,161,467,220,380,102,457,135,316,135,345,100,353,86,398,52,456,43,415,35,527,28,501,6,555,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,70,0,0,0,0,0,0,0,0,0,0,2,262,4,192,38,359,87,255,72,266,26,264,38,458,44,457,17,451,26,466,20,517,24,627,19,836,17,790,11,779,11,874,3,1220,3,1307,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,1,61,0,0,0,0,0,0,0,0,0,0,7,129,11,181,46,540,84,446,82,485,46,390,64,510,79,622,36,574,19,570,11,576,12,652,19,748,19,841,14,880,12,970,10,1223,3,1230,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,5,157,15,281,174,1061,390,1249,353,1008,129,634,115,700,77,779,47,630,33,551,21,398,30,313,34,346,13,182,9,108,7,90,7,76,1,33,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,16,1,32,0,91,1,138,7,84,5,54,2,22,4,22,22,8,3,1,0,3,0,1,4,2,2,0,4,2,5,1,0,0,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,29,1,55,1,230,5,764,4,421,2,144,3,101,13,99,2,31,2,14,8,17,46,12,0,4,0,5,0,1,0,1,2,1,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,54,34,12,4,76,20,166,59,150,43,275,23,325,15,383,26,596,18,948,56,1579,43,1955,37,2519,84,1163,38,1077,29,1195,25,1196,30,449,8,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,0,380,2,783,14,2482,36,2416,36,1692,14,1036,41,1096,15,1044,16,1020,13,709,22,490,16,329,17,299,4,153,6,86,1,62,0,54,26,7,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,9,17,10,20,16,17,29,28,16,14,34,25,65,26,46,32,75,52,101,55,91,58,66,79,54,98,25,60,27,62,20,45,6,53,1,46,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,7,37,37,54,128,240,59,134,35,110,18,270,33,321,20,266,36,208,19,277,16,280,13,714,17,1389,5,586,8,386,12,277,15,310,4,206,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,260,42,314,98,1286,156,1278,121,672,58,358,63,649,90,550,78,522,94,288,57,225,63,316,186,357,283,299,93,385,81,324,70,339,52,368,58,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,33,11,126,63,442,112,387,50,284,59,205,60,254,66,270,63,234,48,209,75,151,63,110,71,148,133,129,102,154,89,120,64,93,81,62,72,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,5,0,0,0,0,0,0,0,0,0,0,52,481,104,1159,1063,2846,1097,2196,739,1178,20,292,4,381,3,261,8,362,3,239,3,265,9,311,1,445,1,482,1,341,1,308,0,343,2,220,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,3,19,4,23,7,26,0,50,0,40,3,39,7,88,1,71,2,61,8,102,7,152,0,89,2,64,0,70,0,51,0,44,20200303
202002,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,194,8,358,25,539,127,701,25,507,14,692,22,996,26,834,47,747,39,648,23,644,26,887,49,853,69,549,66,269,60,280,55,279,45,178,26,20200303
202003,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,86,2,253,3,219,7,189,3,134,16,82,10,88,13,55,37,33,17,26,18,27,32,27,15,22,8,11,5,7,4,6,4,0,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,3,1,19,70,24,196,34,950,77,1474,172,1729,293,1074,378,1008,534,830,857,613,1270,481,1406,263,1894,190,2602,166,1437,110,989,89,873,52,759,29,548,16,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,10,3,25,3,49,13,58,26,72,15,96,8,166,16,203,5,317,3,314,7,187,0,106,2,89,3,81,0,63,1,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,27,1,16,4,29,1,73,3,94,1,71,5,143,4,151,2,309,8,785,13,1331,6,491,4,312,1,288,4,237,0,215,1,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,27,0,17,1,21,2,65,0,78,1,83,1,140,3,180,3,189,3,360,5,506,4,161,2,160,0,96,1,57,1,32,1,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,104,30,66,4,192,3,99,4,79,9,125,5,193,11,203,7,260,14,286,19,376,27,630,21,651,69,326,71,213,78,230,79,276,81,172,46,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,0,127,1,191,10,1107,4,1102,7,759,10,461,6,282,18,270,10,167,15,110,11,68,5,54,20,53,1,32,0,35,0,24,0,22,0,1,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,197,10,457,14,522,7,221,1,131,3,119,7,168,1,97,2,56,4,45,2,28,1,39,2,16,18,17,33,11,14,14,0,2,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,65,3,510,1,478,7,329,2,209,2,207,2,210,9,147,6,92,6,74,4,45,5,51,9,28,2,20,6,10,10,7,0,1,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,52,3,123,6,245,28,146,13,99,5,101,10,130,11,93,5,103,19,256,15,318,23,391,46,259,55,129,31,85,22,93,17,148,19,32,17,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,111,14,107,21,212,15,248,11,264,17,428,11,457,25,446,37,429,22,449,33,682,44,825,51,740,76,499,58,289,41,248,55,145,49,90,30,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,46,11,234,5,306,27,453,15,457,3,601,13,667,19,651,24,573,15,597,19,750,24,906,45,1176,85,702,75,493,71,369,66,340,84,136,44,20200403
202003,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,2,0,0,0,0,0,0,0,0,24,1,10,1,0,0,0,0,0,0,0,0,130,23,103,37,71,54,61,54,51,93,52,66,24,99,44,177,12,205,12,125,10,131,4,123,5,60,20200403
