사용일자,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,승차총승객수,하차총승객수,등록일자
20220902,관악02,관악02(낙성대역~서울대신공학관),120000187.0,21289,유전공학연구소.반도체공동연구소(00017),10,128,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120000176.0,21278,교수회관입구(00025),104,3,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120000186.0,21288,공동기기원(00016),0,30,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900102.0,21752,낙성대현대아파트(00036),20,35,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00033),46,14,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900003.0,21595,가족생활동(00031),67,8,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900009.0,21585,BK국제관(00030),180,6,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900095.0,21689,서울과학전시관(00034),87,3,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00008),29,78,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900136.0,21858,낙성대공원.영어마을(00005),32,67,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00001),1800,91,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900110.0,21771,낙성대입구(00038),5,279,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00039),553,1253,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900131.0,21844,낙성대현대아파트(00004),52,75,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900183.0,21800,낙성대입구(00002),366,49,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900164.0,21904,제2파워플랜트(00020),2,13,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900161.0,21895,학부생활관(00012),66,531,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900157.0,21887,가족생활동(00010),30,122,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900159.0,21892,서울대후문.연구공원(00011),137,354,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900163.0,21899,기숙사삼거리(00014),71,906,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900162.0,21897,대학원생활관(00013),29,599,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00026),5161,3577,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900165.0,21905,건설환경종합연구소(00021),11,46,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00015),9,302,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900182.0,21765,인헌초등학교(00037),9,105,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900181.0,21738,낙성대공원.영어마을(00035),33,20,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00007),226,429,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900184.0,21819,인헌초등학교(00003),148,57,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00032),0,24,20220905
20220902,관악02,관악02(낙성대역~서울대신공학관),120900196.0,21574,학부생활관(00029),0,4,20220905
20220903,관악02,관악02(낙성대역~서울대신공학관),120900095.0,21689,서울과학전시관(00034),129,12,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00008),26,33,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120000176.0,21278,교수회관입구(00025),253,5,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120000173.0,21275,제2공학관(00022),584,228,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120000172.0,21274,신소재연구소(00019),4,49,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120000174.0,21276,제1공학관(00023),56,1,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120000175.0,21277,유전공학연구소.반도체공동연구소(00024),76,1,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120000188.0,21290,에너지자원연구소(00018),3,68,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120000186.0,21288,공동기기원(00016),1,4,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120000187.0,21289,유전공학연구소.반도체공동연구소(00017),4,42,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00033),35,10,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900003.0,21595,가족생활동(00031),63,5,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900009.0,21585,BK국제관(00030),178,2,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900163.0,21899,기숙사삼거리(00014),28,321,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900136.0,21858,낙성대공원.영어마을(00005),33,79,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00001),1732,50,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900102.0,21752,낙성대현대아파트(00036),12,11,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900110.0,21771,낙성대입구(00038),6,201,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900131.0,21844,낙성대현대아파트(00004),23,62,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00039),515,947,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900162.0,21897,대학원생활관(00013),27,554,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900157.0,21887,가족생활동(00010),26,165,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900140.0,21864,서울과학전시관(00006),6,109,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900153.0,21882,교수아파트(00009),17,50,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900159.0,21892,서울대후문.연구공원(00011),58,390,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900161.0,21895,학부생활관(00012),19,561,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900182.0,21765,인헌초등학교(00037),3,74,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900165.0,21905,건설환경종합연구소(00021),17,243,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900164.0,21904,제2파워플랜트(00020),3,23,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900181.0,21738,낙성대공원.영어마을(00035),32,5,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00015),1,257,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00026),4558,3650,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00032),2,4,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900183.0,21800,낙성대입구(00002),369,152,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900184.0,21819,인헌초등학교(00003),103,40,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900196.0,21574,학부생활관(00029),1,4,20220906
20220903,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00007),56,443,20220906
20220904,관악02,관악02(낙성대역~서울대신공학관),120900153.0,21882,교수아파트(00009),8,33,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900003.0,21595,가족생활동(00031),24,3,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120000174.0,21276,제1공학관(00023),21,1,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120000173.0,21275,제2공학관(00022),213,140,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120000172.0,21274,신소재연구소(00019),4,18,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120000188.0,21290,에너지자원연구소(00018),3,50,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120000176.0,21278,교수회관입구(00025),134,6,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120000175.0,21277,유전공학연구소.반도체공동연구소(00024),38,2,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120000187.0,21289,유전공학연구소.반도체공동연구소(00017),0,22,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120000186.0,21288,공동기기원(00016),0,6,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900140.0,21864,서울과학전시관(00006),4,33,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900102.0,21752,낙성대현대아파트(00036),6,7,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00033),26,5,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900009.0,21585,BK국제관(00030),132,8,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900095.0,21689,서울과학전시관(00034),44,2,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00008),19,36,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900136.0,21858,낙성대공원.영어마을(00005),10,38,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00001),1512,17,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900110.0,21771,낙성대입구(00038),1,143,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900131.0,21844,낙성대현대아파트(00004),18,28,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00039),286,614,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900183.0,21800,낙성대입구(00002),232,29,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900163.0,21899,기숙사삼거리(00014),23,191,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900159.0,21892,서울대후문.연구공원(00011),57,398,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900157.0,21887,가족생활동(00010),11,116,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900161.0,21895,학부생활관(00012),11,760,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900162.0,21897,대학원생활관(00013),24,532,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900182.0,21765,인헌초등학교(00037),3,61,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00015),1,161,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900164.0,21904,제2파워플랜트(00020),0,12,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900165.0,21905,건설환경종합연구소(00021),0,57,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00026),3135,2211,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900181.0,21738,낙성대공원.영어마을(00035),10,5,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00007),23,184,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900184.0,21819,인헌초등학교(00003),77,33,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00032),2,6,20220907
20220904,관악02,관악02(낙성대역~서울대신공학관),120900196.0,21574,학부생활관(00029),2,1,20220907
20220905,관악02,관악02(낙성대역~서울대신공학관),120000188.0,21290,에너지자원연구소(00018),13,365,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120000187.0,21289,유전공학연구소.반도체공동연구소(00017),12,150,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120000186.0,21288,공동기기원(00016),0,18,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120000176.0,21278,교수회관입구(00025),110,18,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120000173.0,21275,제2공학관(00022),1049,750,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120000172.0,21274,신소재연구소(00019),16,96,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120000174.0,21276,제1공학관(00023),262,2,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120000175.0,21277,유전공학연구소.반도체공동연구소(00024),290,14,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900183.0,21800,낙성대입구(00002),322,38,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900131.0,21844,낙성대현대아파트(00004),47,63,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900009.0,21585,BK국제관(00030),104,28,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900003.0,21595,가족생활동(00031),39,4,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00008),20,57,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00033),26,15,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00039),440,746,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900102.0,21752,낙성대현대아파트(00036),8,34,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900095.0,21689,서울과학전시관(00034),48,4,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00001),1740,29,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900110.0,21771,낙성대입구(00038),1,168,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900182.0,21765,인헌초등학교(00037),6,80,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900161.0,21895,학부생활관(00012),83,370,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900140.0,21864,서울과학전시관(00006),2,30,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900136.0,21858,낙성대공원.영어마을(00005),18,45,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900159.0,21892,서울대후문.연구공원(00011),120,238,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900153.0,21882,교수아파트(00009),13,44,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900157.0,21887,가족생활동(00010),38,107,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900181.0,21738,낙성대공원.영어마을(00035),13,12,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900164.0,21904,제2파워플랜트(00020),1,7,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900162.0,21897,대학원생활관(00013),32,419,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900163.0,21899,기숙사삼거리(00014),70,912,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00026),4748,4200,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900165.0,21905,건설환경종합연구소(00021),2,14,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00015),19,220,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00007),236,344,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900184.0,21819,인헌초등학교(00003),129,40,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00032),0,14,20220908
20220905,관악02,관악02(낙성대역~서울대신공학관),120900196.0,21574,학부생활관(00029),0,7,20220908
20220906,관악02,관악02(낙성대역~서울대신공학관),120900095.0,21689,서울과학전시관(00034),57,6,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00008),32,51,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120000176.0,21278,교수회관입구(00025),105,1,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120000173.0,21275,제2공학관(00022),880,801,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120000172.0,21274,신소재연구소(00019),16,98,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120000175.0,21277,유전공학연구소.반도체공동연구소(00024),255,4,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120000174.0,21276,제1공학관(00023),207,3,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00033),46,14,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120000188.0,21290,에너지자원연구소(00018),13,319,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120000186.0,21288,공동기기원(00016),0,17,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120000187.0,21289,유전공학연구소.반도체공동연구소(00017),5,114,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900003.0,21595,가족생활동(00031),33,13,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900009.0,21585,BK국제관(00030),106,21,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900165.0,21905,건설환경종합연구소(00021),5,47,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900140.0,21864,서울과학전시관(00006),0,65,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00001),1797,68,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900102.0,21752,낙성대현대아파트(00036),18,23,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900110.0,21771,낙성대입구(00038),1,247,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900136.0,21858,낙성대공원.영어마을(00005),24,46,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00039),646,878,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900131.0,21844,낙성대현대아파트(00004),58,60,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900164.0,21904,제2파워플랜트(00020),2,9,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900159.0,21892,서울대후문.연구공원(00011),144,265,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900153.0,21882,교수아파트(00009),21,37,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900157.0,21887,가족생활동(00010),27,132,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900163.0,21899,기숙사삼거리(00014),63,1004,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900161.0,21895,학부생활관(00012),63,487,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900162.0,21897,대학원생활관(00013),49,540,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900184.0,21819,인헌초등학교(00003),114,36,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00026),4596,3629,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00015),15,270,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900183.0,21800,낙성대입구(00002),371,30,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900181.0,21738,낙성대공원.영어마을(00035),30,22,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900182.0,21765,인헌초등학교(00037),6,99,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00007),198,352,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00032),1,6,20220909
20220906,관악02,관악02(낙성대역~서울대신공학관),120900196.0,21574,학부생활관(00029),0,4,20220909
20220907,관악02,관악02(낙성대역~서울대신공학관),120900183.0,21800,낙성대입구(00002),375,33,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900182.0,21765,인헌초등학교(00037),5,157,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900181.0,21738,낙성대공원.영어마을(00035),27,32,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00026),4833,3792,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900172.0,21915,노천강당(00015),22,273,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900095.0,21689,서울과학전시관(00034),104,6,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120000186.0,21288,공동기기원(00016),0,24,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120000172.0,21274,신소재연구소(00019),14,106,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120000173.0,21275,제2공학관(00022),1069,833,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120000176.0,21278,교수회관입구(00025),135,3,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120000174.0,21276,제1공학관(00023),241,1,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120000175.0,21277,유전공학연구소.반도체공동연구소(00024),314,7,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00008),27,58,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120000187.0,21289,유전공학연구소.반도체공동연구소(00017),5,169,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120000188.0,21290,에너지자원연구소(00018),9,315,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900090.0,21663,인헌아파트(00033),42,12,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900003.0,21595,가족생활동(00031),80,17,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900009.0,21585,BK국제관(00030),148,30,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900165.0,21905,건설환경종합연구소(00021),9,100,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900140.0,21864,서울과학전시관(00006),4,65,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00001),2590,71,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900102.0,21752,낙성대현대아파트(00036),18,35,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900110.0,21771,낙성대입구(00038),5,353,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900136.0,21858,낙성대공원.영어마을(00005),38,55,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900119.0,21785,낙성대역(00039),543,1232,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900131.0,21844,낙성대현대아파트(00004),75,89,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900164.0,21904,제2파워플랜트(00020),6,16,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900159.0,21892,서울대후문.연구공원(00011),165,308,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900153.0,21882,교수아파트(00009),22,64,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900157.0,21887,가족생활동(00010),40,151,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900163.0,21899,기숙사삼거리(00014),83,1376,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900161.0,21895,학부생활관(00012),90,486,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900162.0,21897,대학원생활관(00013),44,635,20220910
20220907,관악02,관악02(낙성대역~서울대신공학관),120900185.0,21870,호암교수회관(00007),285,435,20220910
