사용일자,노선번호,노선명,버스정류장ARS번호,역명,승차총승객수,하차총승객수,등록일자
20170101,관악02,관악02(낙성대역~서울대신공학관),21275,제2공학관,330,96,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21276,제1공학관,24,0,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21277,유전공학연구소.반도체공동연구소,44,0,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21278,교수회관입구,40,2,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,168,3,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21279,관악사삼거리,82,7,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21564,기숙사구관,427,6,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21574,기숙사신관,322,13,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21585,BK국제관,108,12,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21595,가족생활동,64,3,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,0,6,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,88,9,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21689,서울과학전시관,98,4,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21738,낙성대공원.영어마을,14,17,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21752,낙성대현대아파트,7,31,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21765,인헌초등학교,5,127,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21771,낙성대입구,5,181,20170109
20170101,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,770,1330,20170109
20170102,관악02,관악02(낙성대역~서울대신공학관),21800,낙성대입구,405,41,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2308,66,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,28,72,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21844,낙성대현대아파트,33,60,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21819,인헌초등학교,153,49,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,133,710,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21858,낙성대공원.영어마을,33,72,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21864,서울과학전시관,1,74,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21892,서울대후문.연구공원,35,151,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21882,호암교수회관,28,50,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21887,가족생활동,23,118,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21274,신소재연구소,7,77,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,18,915,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21899,기숙사삼거리,63,656,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21895,기숙사신관,16,548,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21905,건설환경종합연구소,1,76,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21897,기숙사구관,17,518,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21288,공동기기원,6,302,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21289,유전공학연구소.반도체공동연구소,3,140,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21904,제2파워플랜트,0,11,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21290,에너지자원연구소,3,204,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21738,낙성대공원.영어마을,52,42,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21279,관악사삼거리,327,30,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21277,유전공학연구소.반도체공동연구소,308,6,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21275,제2공학관,753,629,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21276,제1공학관,60,1,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,996,26,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21278,교수회관입구,151,2,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21689,서울과학전시관,252,25,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21585,BK국제관,317,20,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21564,기숙사구관,401,40,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21574,기숙사신관,394,24,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,129,40,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21595,가족생활동,222,25,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,0,48,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21771,낙성대입구,3,433,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21752,낙성대현대아파트,27,73,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21765,인헌초등학교,16,201,20170110
20170102,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2562,3205,20170110
20170103,관악02,관악02(낙성대역~서울대신공학관),21277,유전공학연구소.반도체공동연구소,309,6,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21275,제2공학관,843,643,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21844,낙성대현대아파트,37,62,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21819,인헌초등학교,182,66,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21800,낙성대입구,380,46,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2455,123,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21905,건설환경종합연구소,1,92,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21895,기숙사신관,26,518,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,121,756,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21858,낙성대공원.영어마을,34,82,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21864,서울과학전시관,2,81,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21892,서울대후문.연구공원,34,141,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,34,65,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21887,가족생활동,35,118,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21904,제2파워플랜트,0,20,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21289,유전공학연구소.반도체공동연구소,4,165,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21899,기숙사삼거리,72,549,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,26,762,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21274,신소재연구소,6,79,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21290,에너지자원연구소,3,196,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21288,공동기기원,13,331,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21279,관악사삼거리,306,30,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21276,제1공학관,59,0,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,940,44,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21564,기숙사구관,438,45,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21574,기숙사신관,475,26,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21278,교수회관입구,166,4,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21882,호암교수회관,23,53,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21897,기숙사구관,35,526,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2325,3259,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21771,낙성대입구,9,447,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,3,52,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21585,BK국제관,287,21,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21752,낙성대현대아파트,22,74,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21689,서울과학전시관,257,24,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21738,낙성대공원.영어마을,46,33,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21765,인헌초등학교,21,248,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,150,26,20170111
20170103,관악02,관악02(낙성대역~서울대신공학관),21595,가족생활동,190,27,20170111
20170104,관악02,관악02(낙성대역~서울대신공학관),21279,관악사삼거리,359,40,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21585,BK국제관,306,22,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21564,기숙사구관,433,33,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,4,42,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21752,낙성대현대아파트,32,55,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21738,낙성대공원.영어마을,50,31,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21689,서울과학전시관,262,16,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21765,인헌초등학교,24,304,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2499,3418,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21574,기숙사신관,451,40,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21771,낙성대입구,6,431,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21289,유전공학연구소.반도체공동연구소,4,183,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21864,서울과학전시관,1,61,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,88,958,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21275,제2공학관,763,648,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21800,낙성대입구,402,49,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2446,151,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21858,낙성대공원.영어마을,35,50,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21892,서울대후문.연구공원,28,159,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21899,기숙사삼거리,75,680,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21274,신소재연구소,5,85,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21882,호암교수회관,26,53,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,148,759,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21595,가족생활동,200,34,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,127,39,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21819,인헌초등학교,179,64,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21844,낙성대현대아파트,40,58,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,30,58,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21887,가족생활동,24,133,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21895,기숙사신관,24,477,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21897,기숙사구관,26,550,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21288,공동기기원,16,310,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21290,에너지자원연구소,5,211,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21904,제2파워플랜트,0,18,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21905,건설환경종합연구소,2,49,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21276,제1공학관,75,1,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21277,유전공학연구소.반도체공동연구소,430,5,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21278,교수회관입구,155,3,20170112
20170104,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,1130,95,20170112
20170105,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2579,159,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21800,낙성대입구,424,49,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21819,인헌초등학교,209,77,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21844,낙성대현대아파트,40,77,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21858,낙성대공원.영어마을,41,64,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21864,서울과학전시관,6,76,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,143,767,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,39,82,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21882,호암교수회관,19,77,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21887,가족생활동,34,127,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21892,서울대후문.연구공원,41,182,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21895,기숙사신관,25,506,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21897,기숙사구관,33,573,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21899,기숙사삼거리,65,619,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,15,870,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21288,공동기기원,21,348,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21289,유전공학연구소.반도체공동연구소,4,204,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21290,에너지자원연구소,4,209,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21274,신소재연구소,10,89,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21904,제2파워플랜트,0,21,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21905,건설환경종합연구소,0,37,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21275,제2공학관,717,611,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21276,제1공학관,57,2,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21277,유전공학연구소.반도체공동연구소,385,7,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21278,교수회관입구,153,5,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,988,31,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21279,관악사삼거리,348,29,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21564,기숙사구관,444,35,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21574,기숙사신관,486,35,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21585,BK국제관,354,22,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21595,가족생활동,194,25,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,0,32,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,146,34,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21689,서울과학전시관,267,25,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21738,낙성대공원.영어마을,36,35,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21752,낙성대현대아파트,22,70,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21765,인헌초등학교,22,288,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21771,낙성대입구,8,481,20170113
20170105,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2346,3220,20170113
20170106,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2696,116,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21800,낙성대입구,448,51,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21819,인헌초등학교,178,46,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21844,낙성대현대아파트,31,63,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21858,낙성대공원.영어마을,28,61,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21864,서울과학전시관,1,101,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,148,806,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,26,69,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21882,호암교수회관,16,80,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21887,가족생활동,29,139,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21892,서울대후문.연구공원,17,169,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21895,기숙사신관,24,483,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21897,기숙사구관,30,554,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21899,기숙사삼거리,69,683,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,15,953,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21288,공동기기원,14,337,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21289,유전공학연구소.반도체공동연구소,8,180,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21290,에너지자원연구소,4,192,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21274,신소재연구소,8,97,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21904,제2파워플랜트,0,20,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21905,건설환경종합연구소,0,44,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21275,제2공학관,781,586,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21276,제1공학관,71,0,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21277,유전공학연구소.반도체공동연구소,445,7,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21278,교수회관입구,159,8,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,1130,36,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21279,관악사삼거리,408,27,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21564,기숙사구관,563,35,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21574,기숙사신관,480,20,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21585,BK국제관,282,22,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21595,가족생활동,224,30,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,5,39,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,139,39,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21689,서울과학전시관,308,11,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21738,낙성대공원.영어마을,45,41,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21752,낙성대현대아파트,34,50,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21765,인헌초등학교,23,357,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21771,낙성대입구,16,469,20170114
20170106,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2358,3668,20170114
20170107,관악02,관악02(낙성대역~서울대신공학관),21290,에너지자원연구소,3,78,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21289,유전공학연구소.반도체공동연구소,0,58,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21288,공동기기원,5,216,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,13,473,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21899,기숙사삼거리,35,261,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21897,기숙사구관,29,522,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21895,기숙사신관,21,471,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21892,서울대후문.연구공원,22,283,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21887,가족생활동,15,105,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21882,호암교수회관,17,54,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,29,66,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,58,673,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21864,서울과학전시관,3,67,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21858,낙성대공원.영어마을,8,35,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21844,낙성대현대아파트,21,42,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21819,인헌초등학교,88,45,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21800,낙성대입구,238,32,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,2209,125,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,1501,3004,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21771,낙성대입구,4,433,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21765,인헌초등학교,17,219,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21752,낙성대현대아파트,14,48,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21738,낙성대공원.영어마을,41,29,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21689,서울과학전시관,331,13,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,152,21,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,7,25,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21595,가족생활동,175,11,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21585,BK국제관,325,16,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21574,기숙사신관,533,11,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21564,기숙사구관,685,8,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21279,관악사삼거리,244,17,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,572,21,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21278,교수회관입구,249,7,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21277,유전공학연구소.반도체공동연구소,103,5,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21276,제1공학관,23,1,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21275,제2공학관,603,303,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21905,건설환경종합연구소,2,135,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21904,제2파워플랜트,0,27,20170115
20170107,관악02,관악02(낙성대역~서울대신공학관),21274,신소재연구소,18,37,20170115
20170108,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,6,336,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21288,공동기기원,4,141,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21289,유전공학연구소.반도체공동연구소,1,22,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21290,에너지자원연구소,2,33,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21274,신소재연구소,0,30,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21905,건설환경종합연구소,0,182,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21904,제2파워플랜트,1,42,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21276,제1공학관,55,1,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21277,유전공학연구소.반도체공동연구소,64,1,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21275,제2공학관,375,162,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21915,노천강당,331,8,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21279,관악사삼거리,151,18,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21564,기숙사구관,613,15,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21574,기숙사신관,437,8,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21585,BK국제관,201,7,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21595,가족생활동,124,17,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,3,35,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21663,인헌아파트,99,16,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21689,서울과학전시관,339,14,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21738,낙성대공원.영어마을,38,14,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21278,교수회관입구,101,2,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21752,낙성대현대아파트,16,59,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21765,인헌초등학교,9,157,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,1165,2218,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21771,낙성대입구,2,313,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21870,호암교수회관,22,440,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21864,서울과학전시관,4,84,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21858,낙성대공원.영어마을,7,34,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21844,낙성대현대아파트,11,25,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21819,인헌초등학교,118,35,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21800,낙성대입구,199,20,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21785,낙성대역,1962,32,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21887,가족생활동,18,130,20170116
20170108,관악02,관악02(낙성대역~서울대신공학관),21882,호암교수회관,24,53,20170116
