사용년월,노선ID,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,204,23,558,25,955,44,1017,37,893,17,1055,26,1130,38,1051,27,1024,19,898,45,1012,30,1432,37,1563,95,982,85,803,97,615,134,631,115,303,69,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,163,8,304,13,543,187,715,52,678,27,875,26,1005,40,984,38,833,28,945,73,1001,42,1282,47,1253,56,807,48,457,32,462,81,454,48,374,25,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,1,0,77,5,233,3,385,47,334,16,227,23,406,16,395,27,304,31,391,26,387,43,681,38,812,43,493,64,278,29,164,38,85,20,52,30,40,8,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,92,5,209,3,350,25,301,26,272,29,243,31,277,46,233,42,337,42,329,57,378,42,548,53,476,87,198,39,156,30,144,23,123,26,48,20,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,15,21,64,5,48,12,33,5,56,6,97,7,51,18,72,2,81,7,108,7,161,3,212,5,107,4,72,2,104,2,72,0,64,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,3,0,171,20,527,12,868,30,513,17,317,18,246,16,258,30,215,22,171,42,185,60,147,71,121,102,123,161,88,71,99,66,36,61,32,46,14,78,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,152,5,427,15,822,58,484,32,407,23,590,11,543,28,514,25,650,31,802,28,731,47,1006,77,868,64,427,41,475,40,291,27,195,29,42,21,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,6,19,18,8,103,123,67,45,97,39,202,46,169,63,192,40,309,65,291,82,320,86,280,122,140,125,127,96,85,83,79,68,18,65,11,79,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,10,25,127,26,263,161,83,88,52,59,43,89,76,100,61,106,53,98,63,150,60,143,42,242,47,417,26,212,19,142,17,134,16,144,11,165,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,1,1,8,42,76,51,106,516,61,154,45,123,46,305,30,386,25,339,41,312,30,357,21,424,27,983,23,1649,19,980,8,619,27,608,26,468,14,408,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,2,104,10,191,45,289,32,271,11,268,15,439,15,696,10,671,13,684,12,952,31,1040,35,1821,14,1871,13,1335,10,820,3,768,2,726,5,586,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,6,3,626,835,1541,1962,4197,3398,3116,3232,2183,3053,1874,3799,2005,4814,1302,4750,1443,5406,1233,7177,1245,7602,2089,10728,2263,11287,1372,5716,771,4664,1112,4119,1081,3904,916,3152,20190703
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,3,2,785,296,2309,409,5010,127,12835,189,12344,196,7637,90,7250,83,5658,125,5154,177,4388,252,3147,140,3469,387,3394,267,3820,450,3635,313,3553,224,4261,206,5325,205,4072,84,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,425,79,401,80,1955,219,1490,142,982,66,758,100,638,75,646,102,575,105,336,105,328,115,364,211,448,333,442,250,390,143,482,78,517,86,587,41,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,37,33,133,50,627,121,691,137,396,78,355,83,315,91,361,120,405,129,281,127,218,164,204,143,195,203,158,158,214,128,178,76,190,81,106,58,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,24,63,43,120,264,318,311,189,187,139,170,98,152,103,141,158,85,185,59,148,87,233,53,132,39,228,31,213,10,100,18,99,27,60,5,66,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,47,71,29,166,180,402,114,225,51,146,77,108,60,80,58,102,40,173,67,168,75,257,133,152,89,222,32,107,26,65,24,35,38,42,6,14,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,1,0,0,0,0,0,0,0,0,0,0,1,95,0,202,13,588,11,334,1,146,3,115,16,132,3,203,2,179,2,148,5,110,1,165,3,128,1,130,0,80,3,118,3,67,0,30,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,9,0,0,0,0,0,0,0,0,0,0,104,621,241,1243,1147,2668,1042,2171,783,1281,30,372,20,514,10,321,14,438,8,386,10,490,10,469,7,560,6,541,6,396,3,479,4,489,2,388,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,3,0,0,0,0,0,0,0,0,33,3,0,0,23,22,0,0,0,0,1,0,188,49,155,80,132,88,84,73,78,110,62,197,74,227,31,269,38,310,28,220,11,178,16,154,13,111,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,호암교수회관,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1,0,5,1,122,88,84,148,73,112,60,184,49,159,23,143,35,151,24,118,31,117,10,108,22,109,13,105,3,88,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,1,3,0,0,0,0,0,0,0,0,0,0,0,6,0,10,4,17,1,2,7,6,148,277,112,445,121,349,97,230,62,253,63,310,96,382,131,254,34,334,22,291,24,320,5,294,4,243,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,0,13,0,0,0,0,0,0,0,0,0,0,0,47,0,49,4,73,2,29,3,59,87,272,99,523,147,347,96,219,162,204,78,246,61,272,89,327,58,364,24,389,31,423,30,502,8,402,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,140,0,0,0,0,0,0,0,0,0,0,9,386,10,340,110,442,172,370,91,340,61,353,112,550,69,643,50,563,40,642,26,672,24,859,52,1090,20,1104,6,986,17,1441,7,2035,8,2275,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,0,141,0,0,0,0,0,0,0,0,0,0,8,226,20,277,92,931,186,799,123,608,88,733,130,781,173,762,41,798,44,727,17,767,32,780,24,1089,26,1238,26,1216,17,1544,16,2217,10,2447,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,17,247,45,392,308,2429,660,2487,493,1550,198,2180,150,1307,114,1114,83,1198,44,727,42,549,32,561,31,483,28,295,16,149,11,171,7,129,1,49,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,1,381,6,731,18,3853,48,4197,36,2664,21,2363,27,1757,45,1720,23,1688,26,964,33,730,29,551,30,442,17,271,3,179,4,74,8,63,22,27,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,2,96,7,236,28,1480,51,2335,36,1425,26,583,24,381,36,469,15,284,40,301,19,119,23,101,17,101,7,81,4,44,1,44,1,29,0,9,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,382,31,1216,13,921,8,467,15,177,10,170,10,184,6,132,9,93,5,67,6,43,3,53,3,33,0,34,1,16,0,12,0,4,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,1,0,3,46,0,174,12,921,8,1025,8,719,13,334,7,339,9,309,14,239,7,187,11,117,14,120,11,82,3,55,2,43,1,26,1,19,0,7,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,3,81,0,88,4,381,9,519,9,343,9,142,11,153,14,103,18,64,41,54,44,36,65,25,79,28,33,29,21,18,18,9,13,8,0,1,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,31,0,69,0,89,0,131,0,75,4,46,0,40,3,17,2,23,0,14,1,3,0,3,0,6,2,1,0,1,0,0,0,1,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,41,0,91,0,300,11,697,4,335,6,130,15,122,12,61,7,19,3,25,15,19,2,15,0,7,21,7,0,4,0,1,0,1,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,3,0,50,134,25,354,84,1710,141,4112,220,3599,407,1537,706,1232,584,1132,867,721,1155,543,1483,422,3102,306,3926,291,1953,202,1478,143,1280,114,1098,74,770,25,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,20,1,10,0,32,11,53,35,109,11,85,3,123,12,190,18,564,10,711,2,478,2,265,1,164,4,114,1,105,0,85,0,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,14,4,14,0,14,3,47,9,52,12,158,6,151,5,128,13,176,6,235,6,552,10,1641,30,1727,14,620,3,422,3,450,3,412,2,290,0,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,40,2,26,5,25,3,117,2,106,8,91,3,203,2,354,11,467,5,812,9,688,9,327,2,216,1,198,1,130,1,71,3,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,82,31,25,2,44,5,124,21,213,44,550,17,680,30,709,23,1309,101,1558,61,2339,38,3735,84,3614,95,1725,51,1562,35,1432,22,1682,34,697,20,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,86,13,145,12,577,7,317,8,215,12,396,20,460,33,425,14,670,26,692,23,889,28,1448,61,1222,167,686,131,480,157,437,121,368,134,224,78,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,211,15,788,18,1273,45,1259,42,878,19,1207,31,1179,28,1021,12,955,17,889,22,1040,41,1471,65,1815,153,977,129,756,79,619,101,532,114,262,58,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,171,5,502,6,919,213,1008,95,798,25,925,31,1116,57,1120,20,925,26,997,32,1075,57,1272,51,1281,65,775,59,524,36,517,30,431,17,286,28,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,90,8,297,4,447,40,333,33,242,26,331,28,238,35,281,22,389,30,301,27,756,48,826,58,455,53,291,34,161,36,142,37,66,10,34,17,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,60,10,268,6,330,28,352,54,214,27,244,27,204,45,258,29,309,30,402,36,497,41,669,65,637,82,254,54,175,39,158,23,145,29,74,29,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,2,17,5,19,12,57,11,25,6,31,6,53,7,53,7,48,9,66,5,72,11,83,10,159,2,177,3,125,9,56,5,61,4,70,0,179,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,1,0,227,26,612,2,910,30,512,18,298,5,245,18,234,33,230,24,192,54,215,56,187,74,164,148,156,235,112,94,91,73,45,55,20,71,16,70,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,149,5,523,18,891,73,482,35,440,22,479,13,663,30,586,20,792,24,975,38,722,47,1180,81,867,79,418,44,393,23,299,27,162,30,37,13,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,26,112,118,93,69,124,34,167,56,187,49,103,41,185,50,225,67,282,79,290,94,238,133,187,82,131,87,63,76,41,96,6,66,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,15,19,184,29,315,172,146,70,75,55,57,91,68,87,65,80,45,82,64,136,60,113,50,188,42,308,18,179,18,118,17,114,13,111,13,104,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,4,45,88,60,130,456,52,155,48,141,47,298,46,317,28,279,53,263,38,308,26,414,40,1024,34,1764,22,892,18,528,21,473,29,395,13,306,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,3,81,3,246,67,427,29,322,12,263,12,412,21,600,16,499,13,564,15,787,12,951,16,1719,28,2110,13,1094,10,833,6,660,20,585,6,441,20190803
201907,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,0,0,348,791,875,2472,4419,4364,3522,4081,2436,3001,1391,3813,1608,4570,1414,4189,1531,4789,1632,6587,1337,7124,1413,11389,1406,12335,1148,5869,752,4399,744,3752,720,3175,465,2090,20190803
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,746,349,2248,468,4458,168,11287,219,11235,236,7397,123,5072,140,5183,136,4066,85,3916,140,3528,119,3937,162,3678,461,3740,413,3839,207,3819,149,4431,137,5002,121,3275,72,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,299,62,531,212,1795,497,1551,257,865,97,580,141,650,91,608,110,455,66,361,72,370,128,275,182,364,264,380,199,407,88,428,69,447,87,427,55,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,44,48,97,52,488,156,565,158,396,135,234,77,320,113,288,96,260,101,237,133,179,159,160,137,179,211,155,220,179,104,179,78,179,90,84,66,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,20,77,50,117,223,388,270,223,144,143,117,92,119,106,109,142,85,178,62,155,75,213,29,135,53,227,33,199,23,122,27,78,6,59,18,48,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,1,0,0,0,0,0,0,0,0,0,0,13,85,39,148,137,306,119,239,70,126,67,68,61,82,40,126,48,208,74,153,92,174,104,126,90,158,41,125,17,47,20,46,35,29,9,13,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,3,0,0,0,0,0,0,0,0,0,0,0,75,5,188,6,389,14,281,4,163,7,95,17,145,6,199,3,290,4,122,4,112,7,116,6,136,6,118,0,99,2,100,0,66,0,23,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,9,0,0,0,0,0,0,0,0,0,0,86,538,196,1109,1253,2616,1121,2011,746,1284,31,361,21,532,24,347,11,395,11,353,7,527,9,481,5,501,2,556,6,559,4,584,1,509,1,384,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,7,0,0,0,0,0,0,0,0,30,1,21,19,72,69,0,0,0,0,0,0,174,52,165,96,145,74,77,81,77,124,53,183,70,212,33,231,36,302,27,231,13,275,21,160,15,119,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,호암교수회관,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1,0,123,94,85,159,84,93,55,110,49,112,28,169,31,140,29,106,22,105,11,84,35,109,8,101,3,85,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,122,208,127,321,134,300,93,232,107,197,85,368,69,353,128,267,43,359,20,326,26,332,11,344,8,249,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,0,17,0,0,0,0,0,0,0,0,0,0,0,41,2,45,1,59,1,39,0,30,128,248,125,447,191,409,134,375,161,295,111,350,69,277,97,297,112,412,42,458,18,524,22,512,13,418,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,76,0,0,0,0,0,0,0,0,0,0,9,297,13,406,196,466,226,378,66,366,56,352,69,537,75,621,39,613,49,667,32,691,25,804,36,970,18,926,11,981,20,1213,8,1765,4,1952,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,0,127,0,0,0,0,0,0,0,0,0,0,1,203,11,278,86,730,127,708,128,652,88,563,98,722,139,740,58,754,61,738,34,727,27,835,38,1023,30,1093,20,1193,16,1347,6,1946,2,1995,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,15,174,44,305,246,1604,673,1756,500,1274,200,924,152,907,138,957,61,736,43,680,37,556,24,490,36,470,18,283,17,236,8,173,7,93,4,50,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,3,357,0,556,8,2914,25,3377,27,2196,22,1340,27,1425,28,1503,13,1202,14,1005,25,652,21,560,41,462,6,341,6,189,0,88,8,55,32,19,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,3,97,4,229,34,1468,33,2083,36,1618,46,772,39,452,21,512,41,293,15,218,14,139,7,146,10,97,8,75,5,38,2,40,0,33,0,7,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,310,15,1188,19,849,18,482,5,185,13,194,21,219,4,137,9,88,7,62,4,45,4,59,5,23,1,26,0,19,0,7,0,3,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,0,0,2,22,2,100,3,914,6,958,6,719,8,355,7,320,5,301,10,229,6,187,6,123,10,94,7,80,1,45,3,36,2,28,0,27,0,6,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,1,49,4,94,6,341,9,472,12,334,15,176,28,166,22,179,22,123,69,83,41,48,75,35,90,47,30,39,6,16,5,19,13,2,0,1,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,1,52,1,42,0,73,0,123,1,171,1,119,3,69,0,37,0,39,4,18,1,17,0,14,0,3,1,1,0,2,0,0,0,2,0,0,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,3,98,0,83,4,186,2,448,13,1128,13,641,15,285,22,118,5,119,45,45,17,25,16,33,4,24,0,16,0,4,0,3,0,1,0,0,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,3,0,57,110,41,303,90,1674,177,3374,265,3393,422,1662,629,1140,680,1096,846,760,1271,575,1695,466,3298,338,3703,283,1886,196,1315,178,1054,100,915,66,709,31,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,15,0,17,3,26,9,77,3,118,4,74,3,103,4,133,4,511,7,754,4,476,1,239,1,157,0,117,0,86,0,82,0,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,28,4,12,2,31,0,45,8,61,8,148,8,157,9,159,8,207,6,268,13,479,9,1462,33,1650,8,571,2,431,3,414,2,337,1,231,2,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,20,1,27,4,38,5,116,5,168,8,225,7,308,4,525,7,870,10,927,5,781,3,312,4,204,4,124,2,117,0,49,0,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,59,23,19,2,48,3,100,16,272,54,481,85,610,34,586,41,837,42,1301,34,2180,67,2692,55,3018,64,1451,49,1318,29,1255,32,1404,41,541,12,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,77,13,100,7,480,10,277,15,202,11,320,19,416,24,363,26,383,25,603,31,880,37,1206,67,1048,103,599,114,421,91,393,110,486,118,260,88,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,329,15,653,20,1021,45,1102,32,981,25,1126,30,1225,38,1167,41,812,20,924,26,1155,41,1256,47,1369,149,875,110,771,100,533,102,517,116,266,92,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,262,6,483,9,834,135,995,69,835,46,960,45,1232,97,995,39,942,42,951,51,965,68,1229,58,1093,59,654,54,448,42,511,52,302,24,233,34,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,90,3,267,3,430,33,391,19,370,41,416,25,379,32,313,34,436,27,410,32,767,57,917,74,604,57,363,49,217,31,123,33,133,26,42,16,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,70,3,226,3,329,15,316,34,223,10,234,21,232,44,254,38,282,34,388,48,475,42,655,75,511,57,290,57,178,33,140,28,111,30,55,14,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,14,9,73,6,46,5,35,7,49,3,71,6,84,4,55,2,79,2,89,6,124,2,171,4,111,5,123,2,97,1,62,0,87,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,13,2,252,31,576,2,761,47,501,23,267,15,237,25,235,30,281,28,248,44,179,49,172,75,182,113,153,219,115,89,101,70,48,50,26,42,20,59,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,205,3,395,12,719,51,544,33,464,22,712,17,621,16,543,20,720,24,845,39,872,32,994,68,1023,90,428,38,425,38,287,33,131,24,43,16,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,16,115,95,99,68,119,34,180,28,159,26,129,55,214,69,204,54,206,50,266,105,211,113,110,82,85,64,77,72,32,71,7,38,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,12,19,157,24,266,89,146,80,101,60,62,122,81,74,89,86,59,79,88,110,73,104,76,190,54,315,22,188,43,126,24,85,23,88,9,89,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,13,34,72,59,124,236,48,148,49,151,47,297,43,338,56,328,33,246,31,291,45,418,63,900,37,1629,17,776,25,501,14,391,32,307,6,254,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,5,140,8,172,57,357,29,298,12,261,11,453,23,586,12,531,11,600,20,644,19,1131,19,1587,25,1889,17,1083,10,760,16,640,10,592,2,413,20190903
201908,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,31,18,307,1036,812,2124,3300,3927,2836,3925,2737,3294,1427,3698,1824,4575,2264,4352,1700,4697,1143,6115,964,7757,1062,10263,1395,11472,946,5613,629,4027,347,3300,585,2825,754,1870,20190903
201909,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,747,360,2407,463,4830,103,10499,212,10970,121,9660,115,5078,142,5983,129,5853,207,4579,289,3945,174,4684,296,4031,577,4250,661,4403,570,4404,309,4718,245,5730,195,4371,112,20191003
