사용년월,노선ID,노선번호,노선명,표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,2,314,7,974,19,4167,39,6529,51,4907,29,2329,187,2886,221,2457,73,1533,177,1284,78,771,47,668,85,524,21,346,9,208,4,118,8,86,76,37,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,2,108,9,288,32,1392,17,1426,25,974,25,562,13,436,25,439,12,221,25,205,20,130,18,157,14,98,6,74,4,52,2,36,0,30,0,8,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,458,16,1259,7,707,9,339,1,208,13,179,4,191,8,159,5,106,4,70,2,52,3,64,3,34,0,35,0,10,0,27,0,5,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,2,0,2,35,1,205,4,925,10,1100,11,834,12,438,16,416,12,422,9,249,9,193,14,151,11,103,40,102,4,78,3,53,0,24,0,23,0,7,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,106,2,354,4,431,9,224,10,193,32,127,17,129,18,65,19,74,29,57,40,53,51,43,17,20,2,18,5,9,3,15,5,2,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,13,0,45,0,87,0,109,0,97,0,50,0,27,0,20,4,16,0,4,3,2,1,3,0,4,0,2,0,1,0,3,0,1,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,53,1,65,3,322,7,676,7,427,7,142,18,87,13,45,3,23,18,12,7,17,1,12,0,7,1,3,0,3,0,0,0,0,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,3,0,71,141,45,443,74,1697,125,3795,364,3023,503,1897,1103,1773,971,2167,1233,1109,2746,1143,2710,729,3513,529,5373,545,2725,270,2477,164,2696,120,2370,114,1405,49,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,1,46,2,15,3,51,3,96,13,112,12,86,1,136,2,255,4,752,0,663,9,497,2,295,4,192,3,116,1,124,0,65,0,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,21,2,10,1,49,2,46,7,65,11,154,2,165,9,151,9,205,6,311,11,514,13,1360,23,1587,9,647,4,492,5,549,4,423,3,338,1,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,10,0,22,0,29,9,121,4,192,12,88,7,275,4,246,11,324,13,660,16,619,11,312,1,196,6,171,2,130,2,77,2,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,157,49,27,2,38,6,114,16,391,120,611,27,1220,238,1556,414,1601,296,2912,283,3635,345,4689,119,4753,112,3011,65,2701,49,2567,56,3194,40,1362,33,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,74,11,67,9,438,9,213,4,223,9,317,13,636,30,707,20,663,22,1020,43,1286,36,1727,65,1682,87,1044,134,750,148,848,188,754,154,496,113,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,240,23,579,14,792,54,804,40,764,17,835,21,1013,30,984,28,857,32,752,73,1000,58,1475,71,1470,100,1016,138,798,123,706,192,623,167,412,118,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,0,0,117,8,199,9,538,199,566,60,549,18,631,19,754,39,814,30,739,44,811,110,1017,60,1257,62,1266,61,828,58,629,57,485,82,508,55,378,54,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,96,17,295,1,448,14,276,14,214,22,272,33,306,41,262,20,280,27,311,38,792,33,784,53,382,53,222,40,115,41,82,35,83,25,50,18,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,105,3,274,9,405,22,340,24,294,16,178,17,300,46,242,35,342,27,364,49,478,39,622,68,399,85,202,47,149,35,153,35,151,33,112,23,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,5,9,39,3,29,2,42,4,59,8,78,1,52,3,59,6,108,9,95,7,159,8,206,1,139,1,87,1,76,2,108,1,99,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,3,0,176,28,576,4,940,27,465,30,251,31,242,27,215,60,187,43,157,59,170,77,172,64,88,103,113,220,111,136,102,97,36,97,23,86,13,100,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,158,5,528,7,863,27,532,34,460,26,512,20,475,25,479,19,538,36,705,60,887,43,955,73,847,78,499,36,391,62,292,25,112,38,56,34,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,10,63,75,50,49,79,30,121,33,197,53,125,55,208,56,297,124,298,85,242,157,193,158,112,99,49,99,60,81,29,129,10,128,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,23,23,131,33,217,176,115,80,64,56,72,111,36,129,54,68,46,109,51,160,51,163,41,268,41,555,17,270,23,223,12,175,13,218,6,154,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,26,26,61,67,113,658,69,133,31,147,38,275,28,329,39,287,38,261,37,400,23,493,29,1100,35,2200,18,1228,15,748,22,655,22,659,14,468,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,2,80,17,213,46,302,19,206,18,208,6,414,8,628,7,615,17,617,17,1115,21,1157,16,2272,20,2555,15,1498,7,1180,11,1082,6,1027,9,873,20190503
201904,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,54,19,278,865,1074,2073,6152,3250,6286,2935,4274,2573,2128,3155,1985,4411,2060,4393,1424,4925,993,7569,894,8437,1139,12103,1638,12261,1243,7300,1031,5695,1567,5660,1896,5206,1226,3998,20190503
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,820,276,2907,490,5370,171,11371,222,13505,150,12517,122,7413,171,8007,190,6994,227,5685,264,4729,413,4305,312,3844,520,3429,785,3277,147,3107,150,3854,201,5271,220,4027,77,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,291,31,454,88,1288,209,935,165,985,116,682,53,852,76,822,108,535,83,464,75,461,269,369,224,533,301,509,212,502,106,585,112,642,130,629,80,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,15,5,119,37,206,52,434,176,367,125,274,85,286,83,447,91,491,86,409,113,272,115,249,116,226,142,228,173,186,181,203,113,180,103,174,66,114,82,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,64,56,32,114,183,552,241,339,174,231,133,186,160,159,159,192,91,216,80,191,54,201,59,121,62,228,38,160,18,89,16,62,24,44,23,56,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,9,71,23,170,113,518,165,459,72,363,89,262,55,236,90,482,82,371,109,319,99,365,159,210,111,161,28,89,18,49,11,31,40,33,10,25,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,1,98,3,166,11,397,20,259,15,146,4,125,11,165,13,311,13,314,6,161,14,253,7,221,5,182,7,116,1,97,2,99,0,81,0,34,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,7,0,0,0,0,0,0,0,0,0,0,120,854,282,1413,1285,2549,1185,1895,725,1251,33,469,15,695,6,389,14,687,13,446,15,648,6,535,22,612,5,617,1,514,5,495,3,520,4,360,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,2,0,0,0,0,0,0,0,0,47,4,0,0,41,37,0,0,0,0,0,0,156,55,176,54,181,71,101,111,82,126,86,173,102,197,68,264,39,294,30,264,14,194,13,191,7,104,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,호암교수회관,1,1,0,0,0,0,0,0,0,0,0,0,35,0,1,1,0,0,0,0,6,0,92,72,85,126,103,145,72,140,56,157,55,170,40,217,21,146,24,110,20,131,25,113,40,105,2,80,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,7,2,3,138,214,153,223,140,282,94,258,111,272,77,351,104,443,116,287,40,370,14,284,25,307,30,306,6,244,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,0,17,0,0,0,0,0,0,0,0,0,0,0,79,2,54,3,86,3,65,3,51,84,216,97,397,126,406,73,442,182,263,101,351,77,325,97,298,39,395,22,400,26,471,9,430,3,466,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,175,0,0,0,0,0,0,0,0,0,0,12,569,81,506,99,632,178,578,166,487,84,470,145,620,219,564,82,553,127,602,60,636,43,805,63,1008,23,1077,21,1244,18,1716,25,2415,19,3290,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,1,151,0,0,0,0,0,0,0,0,0,0,11,246,35,360,30,863,82,1518,65,1023,76,780,123,997,132,1031,56,828,59,772,43,702,37,859,27,1154,36,1092,27,1151,20,1496,11,1996,12,2382,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,15,300,37,433,148,2109,285,4976,216,3663,185,1607,191,2366,199,2156,88,1227,115,1109,64,626,55,713,61,795,35,344,20,242,17,194,5,193,6,73,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,2,322,1,929,20,3734,46,6336,63,4703,49,2252,153,2757,149,2370,70,1653,117,1318,57,820,31,658,102,576,21,346,11,234,5,147,5,85,56,46,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,2,104,9,301,17,1274,25,1705,32,957,16,589,30,333,23,409,20,257,35,230,16,147,16,146,15,86,3,70,3,72,3,45,0,35,0,10,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,366,13,1033,9,728,10,366,8,194,2,204,15,200,4,141,13,112,8,68,7,60,5,45,2,35,0,31,0,32,0,23,0,2,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,3,0,5,37,2,189,10,707,12,1091,4,809,8,479,17,414,10,445,7,271,21,216,14,140,20,121,13,105,5,68,1,55,6,38,0,18,1,6,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,100,2,354,5,344,6,233,8,213,16,140,28,136,10,68,46,75,25,42,40,84,54,40,12,25,3,18,4,8,2,10,3,8,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,26,0,59,0,140,3,134,0,83,3,45,2,44,0,22,1,13,1,9,0,3,0,4,1,4,0,1,0,0,0,2,0,0,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,67,2,115,1,388,8,803,17,497,6,172,6,97,14,60,9,42,15,19,29,21,7,13,0,7,2,9,0,9,0,1,0,1,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,6,0,73,149,62,483,75,1608,184,3343,419,3069,544,1975,1102,1959,1132,2271,1326,1303,2596,1125,2799,777,4004,498,5187,494,2545,274,2123,202,2152,137,2086,118,1266,45,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,18,0,16,3,69,0,77,9,140,5,130,2,153,1,237,2,663,4,624,15,469,2,262,1,204,9,114,1,88,1,69,1,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,1,46,3,25,7,85,7,188,7,195,6,182,5,237,4,311,11,573,16,1333,20,1593,9,633,4,529,5,509,3,438,6,340,0,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,30,1,24,2,40,8,112,12,118,6,143,6,223,4,280,8,463,10,862,7,719,9,315,2,184,3,173,0,100,4,67,2,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,118,38,36,5,44,7,194,54,521,208,894,183,1535,553,1799,433,1613,424,2987,548,3680,295,4625,93,4530,66,2770,68,2539,53,2467,49,2470,39,1037,19,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,78,12,106,16,482,7,235,8,219,25,310,35,636,30,667,24,588,17,1030,39,1247,45,1639,61,1564,76,891,102,709,99,872,123,727,163,388,89,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900027,21564,대학원생활관,0,0,0,0,0,0,0,0,0,0,0,0,234,34,582,28,840,42,868,44,770,14,942,14,1030,38,988,23,899,37,889,68,1116,50,1549,50,1766,93,1206,135,930,108,860,177,760,146,428,107,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900196,21574,학부생활관,0,0,0,0,0,0,0,0,0,0,2,0,192,7,379,16,564,203,675,61,673,25,699,33,916,46,897,43,807,55,921,74,1213,82,1722,71,1533,65,1046,39,671,46,653,59,570,41,351,40,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900009,21585,BK국제관,0,0,0,0,0,0,0,0,0,0,0,0,125,8,248,6,459,30,384,20,271,22,286,37,277,26,315,36,263,16,428,50,797,35,774,34,508,43,266,25,184,40,99,36,84,22,40,16,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900003,21595,가족생활동,0,0,0,0,0,0,0,0,0,0,0,0,115,7,233,10,387,25,316,18,214,33,224,24,248,43,259,48,268,37,393,34,398,58,571,65,474,69,209,48,141,46,172,44,103,32,81,15,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,0,0,0,0,0,0,0,0,0,0,0,4,15,5,12,19,68,11,28,4,38,3,70,9,101,8,84,18,75,8,93,8,112,6,168,14,193,4,127,0,94,1,88,2,94,0,89,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,0,0,0,0,0,0,0,0,0,0,0,205,20,607,9,930,34,503,27,269,23,259,28,227,52,250,53,175,60,183,81,149,79,148,123,101,170,106,88,95,79,35,79,33,92,12,73,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900095,21689,서울과학전시관,0,0,0,0,0,0,0,0,0,0,0,0,178,8,540,7,830,55,554,29,446,23,465,36,472,23,553,37,643,25,947,57,797,58,1042,76,964,72,486,51,518,40,309,36,221,30,44,19,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900181,21738,낙성대공원.영어마을,0,0,0,0,0,0,0,0,0,0,0,0,15,12,20,11,96,90,83,60,153,49,311,53,273,66,303,49,465,71,580,93,579,98,498,155,300,166,146,111,131,104,85,96,37,108,8,145,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900102,21752,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,22,24,142,32,276,209,118,101,62,55,104,105,49,148,67,119,75,119,89,180,57,131,43,342,27,575,34,227,25,178,15,194,10,163,4,167,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900182,21765,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,2,31,27,65,68,107,597,53,109,49,116,39,246,34,374,51,373,37,300,51,407,28,489,29,1146,29,2223,25,1069,19,837,21,705,18,548,16,453,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900110,21771,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,3,111,15,217,58,290,25,252,25,238,12,524,42,622,19,635,18,718,23,1148,10,1083,29,2226,24,2699,16,1467,5,1223,15,1113,8,1063,4,639,20190603
201905,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,0,0,380,946,1425,2303,6254,3422,6391,3304,3328,2830,1410,3610,2175,4443,2622,4939,1246,5398,990,8057,1254,9125,1691,13376,2067,13101,1713,7837,1595,5886,1427,5429,1273,4725,1386,3401,20190603
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900119,21785,낙성대역,0,0,0,0,0,0,0,0,0,0,751,251,2348,416,4437,194,10403,246,11618,144,9931,110,6384,180,6801,190,6602,194,4879,177,3887,345,4243,331,3038,209,2883,258,3115,167,3469,107,3467,118,4394,119,3173,50,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900183,21800,낙성대입구,0,0,0,0,0,0,0,0,0,0,0,0,296,38,412,38,1205,68,850,142,760,71,680,63,794,100,750,67,578,76,455,120,419,64,370,155,416,262,447,193,448,97,415,54,471,94,504,57,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900184,21819,인헌초등학교,0,0,0,0,0,0,0,0,0,0,0,0,36,24,156,25,452,118,339,86,298,93,291,69,442,66,427,81,481,123,274,113,256,111,193,115,214,168,162,145,244,105,200,84,139,80,106,69,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900131,21844,낙성대현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,75,42,54,129,178,318,177,176,160,111,137,108,148,107,127,103,80,152,45,139,58,164,54,123,42,185,29,146,26,92,11,48,17,62,14,50,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900136,21858,낙성대공원.영어마을,0,0,0,0,0,0,0,0,1,0,0,0,6,58,22,133,130,302,91,183,55,139,75,141,43,102,57,157,62,167,104,163,63,210,111,128,80,158,39,100,22,66,19,36,34,32,4,15,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900140,21864,서울과학전시관,0,1,0,0,0,0,0,0,0,0,0,0,1,79,1,172,10,458,10,206,9,139,6,104,7,172,9,253,3,213,11,174,4,187,7,166,5,185,2,123,6,98,5,115,0,66,0,32,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900185,21870,호암교수회관,0,9,0,0,0,0,0,0,0,0,2,0,93,702,240,1338,1050,2381,917,1898,651,1530,23,426,10,762,8,341,8,553,9,431,7,757,16,582,4,656,3,610,4,388,4,456,2,470,1,303,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900090,21663,인헌아파트,0,3,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,2,1,131,41,138,78,123,70,117,90,77,113,76,167,73,207,47,228,47,257,25,248,19,185,9,128,8,112,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900153,21882,호암교수회관,0,2,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,3,2,86,113,95,169,69,101,72,143,55,162,37,154,24,213,21,135,31,113,27,106,32,100,17,114,3,79,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900157,21887,가족생활동,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,5,4,7,143,227,128,361,125,263,103,270,92,229,87,369,68,369,126,236,37,343,33,251,39,293,15,314,5,213,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900159,21892,서울대후문.연구공원,0,13,0,0,0,0,0,0,0,0,0,0,0,51,1,43,2,75,0,45,4,58,87,257,80,554,100,379,93,387,140,257,92,356,75,319,78,284,27,328,18,348,15,350,30,412,2,367,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900161,21895,학부생활관,0,108,0,0,0,0,0,0,0,0,0,1,12,508,26,387,77,430,108,393,117,388,80,433,152,550,183,600,93,610,125,617,65,706,44,827,59,925,39,1018,25,1154,18,1287,19,1790,10,2225,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900162,21897,대학원생활관,0,122,0,0,0,0,0,0,0,0,0,1,10,223,24,319,54,800,65,941,88,724,67,734,117,826,125,879,69,770,60,795,35,735,45,821,47,1006,23,999,21,1158,12,1300,15,1872,10,2058,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900163,21899,기숙사삼거리,0,2,0,0,0,0,0,0,0,0,0,0,14,266,42,393,147,1919,283,3108,224,2181,188,1626,158,1691,136,1669,95,1082,68,918,51,564,41,564,57,528,21,313,18,226,13,165,6,166,3,57,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,4,379,7,860,16,3181,22,4039,28,3320,30,1994,80,2012,74,2000,34,1593,49,1243,40,814,40,615,45,500,11,305,9,207,6,129,9,88,80,33,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000186,21288,공동기기원,0,0,0,0,0,0,0,0,0,0,0,0,3,84,10,195,9,1168,23,1760,18,1159,38,554,27,454,30,493,29,280,16,251,18,143,20,161,6,104,4,79,1,47,1,44,1,34,0,8,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000187,21289,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,302,20,1107,8,615,6,302,5,149,10,169,6,183,4,120,16,96,11,49,5,47,3,43,1,35,2,23,3,23,0,13,0,6,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000188,21290,에너지자원연구소,0,0,0,0,0,0,0,0,0,0,1,0,6,40,1,158,3,644,11,813,4,620,6,400,14,401,9,442,14,272,4,199,18,141,8,104,12,97,4,66,1,53,1,33,0,29,0,11,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000172,21274,신소재연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,51,2,280,2,333,3,184,9,156,9,122,20,95,8,59,32,63,17,37,17,43,52,30,10,20,8,30,24,13,20,6,0,5,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900164,21904,제2파워플랜트,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,30,0,92,1,143,1,162,0,117,0,50,0,49,0,23,0,15,3,10,8,7,1,4,0,1,0,2,0,0,0,0,0,0,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900165,21905,건설환경종합연구소,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,45,0,165,4,431,30,947,11,588,10,135,18,102,7,69,20,24,2,27,32,20,51,11,8,8,13,2,1,7,0,4,0,3,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000173,21275,제2공학관,0,0,0,0,0,0,0,0,0,0,9,0,125,146,67,427,100,1429,171,2686,396,2520,500,1597,1194,1560,1029,1963,1215,1097,2269,961,1919,659,2748,451,3867,478,1829,236,1567,166,1742,164,1521,109,986,42,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000174,21276,제1공학관,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,14,1,16,10,46,14,73,7,121,6,116,10,162,9,210,7,775,15,623,5,388,4,205,3,158,11,108,1,94,1,83,0,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000175,21277,유전공학연구소.반도체공동연구소,0,0,0,0,0,0,0,0,0,0,0,0,37,2,15,0,43,4,41,10,62,3,152,2,143,5,202,12,183,3,335,8,394,10,1216,20,1294,6,602,2,389,1,368,3,378,1,290,2,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000176,21278,교수회관입구,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,22,1,15,6,48,4,103,3,196,6,139,8,311,8,418,14,446,5,762,11,580,2,299,3,178,0,112,3,85,0,44,1,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120900172,21915,노천강당,0,0,0,0,0,0,0,0,0,0,0,0,103,38,56,17,100,26,174,70,314,106,524,27,875,47,997,93,1378,120,2193,80,2446,60,3550,47,3476,70,2029,42,1823,27,1844,55,2129,41,1064,16,20190703
201906,11110537,관악02,관악02(낙성대역~서울대신공학관),120000177,21279,관악사삼거리,0,0,0,0,0,0,0,0,0,0,0,0,87,15,107,14,502,14,209,5,240,14,411,9,627,21,532,13,568,22,790,42,1074,28,1259,49,1101,87,645,88,495,83,460,119,555,120,348,71,20190703
